"category_id";"product_id"
42;447475
26;30018
40;165720
40;134273
40;226219
42;141466
40;568164
26;790328
26;442422
88;640975
62;136922
62;937164
22;231629
26;940779
41;118659
8;821690
40;566027
40;742654
27;558419
32;419367
25;851252
26;261353
18;55801
18;83249
28;342512
22;391054
26;393173
51;749457
49;600290
49;175828
49;244291
49;590212
57;321582
50;233795
1274;262151
49;178384
32;139403
26;549034
18;431861
18;1052
21;276325
25;299974
27;76868
41;764991
18;97781
22;705533
49;246511
18;624524
32;208018
28;848341
32;545152
1261;201844
18;295336
49;493759
17;561917
26;405939
1216;218364
34;960833
18;767394
31;148297
22;162243
22;34647
49;103471
23;34875
20;277493
22;455666
1269;143984
28;940546
32;3286
32;110142
32;656467
49;783439
49;92070
26;234859
57;762147
26;791692
18;408283
17;57769
18;641892
51;500166
51;302801
42;438177
341;696235
27;215552
40;233566
50;702804
18;39939
25;147395
25;357912
25;440718
49;200597
49;485155
49;950217
49;335587
59;136782
26;538785
88;242784
88;234640
25;184688
25;265295
26;737308
36;253013
18;777051
18;142362
26;949441
60;100903
17;99665
49;75409
18;136028
18;228288
49;111533
49;354769
49;964604
49;449832
26;212818
60;395442
31;30952
51;348751
17;628447
60;27621
1261;951620
1261;925704
26;445372
40;673748
26;277809
28;35358
49;537609
40;5150
4;548908
26;560247
103;380440
27;898433
27;524607
25;509657
26;716651
49;370105
32;895420
32;965588
45;353051
32;520156
57;182212
42;725216
49;394189
4;720866
4;84493
17;990226
25;370873
1270;622742
42;72520
6;533640
57;353352
57;759501
33;83676
49;379118
10;212566
51;838669
50;577018
68;698888
47;714687
18;902484
49;104549
49;798347
49;774719
57;655939
57;768311
57;954002
57;173905
22;878345
18;421514
1289;845630
18;67815
62;692447
7;106065
18;211265
18;881835
32;711733
18;31318
25;401108
57;574244
57;804509
17;549050
10;910928
25;221025
17;333702
51;813163
25;39574
12;850209
12;759093
54;784567
4;179830
26;339860
57;652930
40;936887
26;999356
26;122966
196;768678
196;719196
6;969277
4;966215
78;181201
29;945465
40;929938
1125;695538
47;842720
47;301705
25;452998
40;872803
27;795490
50;8237
12;740202
59;565538
40;385561
27;835913
7;443570
32;440284
1274;376849
26;824442
1274;962345
10;822458
1273;346975
17;436433
17;67431
50;400626
50;885011
32;617764
51;476096
90;779461
90;587183
266;591702
65;823350
51;370866
60;133789
68;548351
49;417790
17;576402
18;576341
28;451797
28;909664
28;328396
18;733962
49;166905
47;155297
51;644396
62;29678
25;550610
57;262335
51;697549
1272;449499
28;286302
28;664756
26;884109
28;443662
26;9463
26;562742
26;63108
32;480923
32;734191
49;186311
47;41634
47;782289
47;451268
47;525039
59;854989
108;667545
22;122002
22;126752
79;799058
79;394855
79;226449
79;465904
62;891709
62;131501
38;876396
29;583153
35;779051
35;373775
35;390578
36;601147
36;978814
1221;41442
1221;454626
17;831315
17;354899
17;57515
1239;95631
1239;586333
1239;315499
21;803549
27;888041
50;218240
8;274969
10;785241
1126;215991
90;595736
6;75935
6;812516
6;115298
12;721676
69;256006
18;244079
26;823393
47;280917
47;265871
108;641376
108;951990
62;705677
1238;258778
28;837595
18;690383
88;270923
35;346679
35;152243
58;845115
50;309794
10;112321
26;118821
26;376586
62;799946
62;995942
1221;391634
88;842998
88;561519
35;50661
1261;963304
36;932702
1258;475857
1263;485946
1263;579383
1263;851028
20;267796
9;553201
83;97688
341;582473
108;20051
47;942757
47;233161
25;331177
17;187471
4;168603
8;568213
50;387261
50;176278
50;83462
50;648924
112;128404
40;107419
40;236960
1274;22345
1274;249874
40;458406
1274;801787
1274;332218
40;882836
40;295541
42;517945
42;923227
18;420016
47;536375
47;936787
47;904959
47;338747
47;323828
47;779798
47;48840
47;630297
47;457202
47;880845
47;713332
47;985761
47;106747
47;184182
47;965204
47;545434
47;849576
47;615220
47;598639
47;571608
47;640754
47;44473
26;966276
49;742903
49;998841
49;17482
49;624334
26;932525
26;693292
25;743542
49;829422
25;13191
25;661637
25;802857
51;635771
62;915306
62;216764
62;806534
62;716257
38;178208
38;739570
38;938626
18;428445
18;748682
28;839466
28;709551
28;618140
32;369681
47;814137
47;958084
47;347040
108;448163
49;223734
49;390998
49;281464
62;848475
36;911410
36;635979
50;546597
36;699255
64;344633
64;956752
20;419427
78;416031
78;268480
108;509435
65;175836
65;328447
65;923138
62;868211
62;889236
62;546976
51;856470
51;119439
51;445617
51;874784
51;695214
54;987709
47;232989
47;90224
47;743786
51;217098
8;126693
32;673120
32;630013
28;233984
28;768852
3;202114
26;2500
26;931955
26;67538
74;969355
26;870913
26;845034
26;178088
20;970760
20;532863
17;169526
17;664703
33;828784
965;120694
29;890363
29;799881
25;906437
29;124368
29;200743
29;713355
27;2656
25;420662
25;126879
25;373216
34;993337
31;744010
31;559493
31;256890
49;694854
49;727918
49;581276
62;370625
62;855478
62;16129
62;194148
62;20902
62;802506
62;849687
62;161623
47;757375
47;708963
47;305533
62;178071
47;866389
47;773902
62;502689
62;464342
62;565345
62;659304
62;153116
62;134308
62;261039
62;615978
62;331538
62;580495
62;409955
100;851333
26;555193
51;946248
51;869048
51;628587
51;31313
51;947662
3;643536
50;981633
28;425189
26;164659
26;712724
50;753515
28;351123
51;942672
51;16532
49;344569
37;204692
97;771693
97;325018
97;887801
21;143378
21;2030
21;124551
65;391950
61;477992
65;33636
59;917647
62;36152
62;433657
62;415080
62;424020
57;631772
57;583392
57;991635
57;790758
47;241470
68;545097
68;976735
51;942604
51;543848
28;469026
28;164455
26;581662
51;31956
51;905436
51;306777
26;509446
26;123325
49;612656
7;410039
59;424022
17;293549
25;713708
60;949752
27;39196
25;725061
35;420834
47;616342
47;886563
35;425362
33;243547
21;985822
1221;428395
47;806190
23;41407
23;849142
17;93396
26;997695
26;9439
21;991770
19;835043
47;263217
19;507071
28;594904
47;901063
26;578435
47;901893
47;671500
47;43275
47;592657
30;704964
30;740667
51;89541
88;892959
31;803370
88;81434
17;792966
17;48237
27;370489
108;191385
108;964439
108;942238
108;314022
108;51409
47;311386
57;427034
57;745168
57;892520
1216;863773
341;224079
40;212019
40;437739
119;100916
51;627627
51;104648
51;828443
51;397844
51;945788
343;948525
50;509429
57;909366
57;18220
62;500963
57;676781
57;155535
62;236526
62;463564
62;148543
62;516793
62;58287
3;199704
17;974071
47;355165
47;546905
74;509925
51;577705
51;941129
47;541493
47;71227
47;802249
49;613577
47;283791
47;67261
47;699966
47;414578
47;618533
47;139685
47;703922
17;185698
20;961083
47;270340
47;409313
47;489170
47;986794
47;860858
47;946770
26;156775
102;78948
49;260741
100;335260
100;926817
28;685490
28;23918
1126;306644
28;962841
62;6957
1134;949219
1134;443799
49;697555
10;227930
47;860959
47;925039
10;982981
17;54501
49;117173
49;13108
51;714947
1094;622112
130;705046
12;53050
57;752502
49;494296
57;583094
57;389711
57;909635
57;509123
57;812465
131;959701
51;423080
131;844895
132;696808
132;998577
133;787998
1050;717282
28;296860
26;90649
6;874857
6;496243
28;537506
50;859623
50;771604
1274;913171
40;823613
42;811667
42;940188
22;377482
22;335324
1221;652972
28;864504
28;729122
1263;145624
32;255532
32;960565
32;178703
32;953796
32;722375
119;526078
25;922556
25;418668
25;594008
27;148254
33;839389
27;963033
27;923007
27;999083
50;55293
50;296630
50;631134
19;181999
49;949125
51;197477
28;378620
28;19668
95;443387
51;201586
57;490700
57;257720
143;142915
143;747591
47;714798
51;254145
27;841578
133;522586
130;183434
133;875738
130;825916
132;272130
145;713231
146;424979
147;175011
956;796411
956;107911
956;804842
956;288462
956;123397
149;799980
19;352659
1125;188075
6;321067
149;21291
50;542725
26;121314
26;557397
26;755162
50;516646
152;430012
26;918866
26;310211
8;884640
32;760174
123;278947
57;397136
1216;118183
1216;201263
57;486026
47;511794
49;490414
26;282683
1216;213119
135;13682
28;691676
28;283075
28;788056
28;398349
28;183409
28;414067
28;543926
28;230974
28;58605
28;822480
28;966261
18;134201
26;784860
26;488557
26;568268
32;230607
134;733954
134;764945
134;793247
27;680660
130;706591
130;135329
130;475205
130;670954
130;283965
130;745637
1094;500743
130;822297
130;207108
1134;949407
19;540650
19;480892
130;578486
131;876450
133;393883
133;735608
26;614115
155;769298
146;758402
146;55189
132;448449
132;722685
132;830194
132;163476
132;440832
132;682886
132;465929
132;379470
1134;708213
62;77031
62;859601
47;817354
4;174242
4;95910
1162;552365
108;821942
27;145474
27;347552
1263;204096
4;898120
1263;368859
37;444539
27;121776
4;231621
157;553916
103;169546
32;367148
103;685748
49;232836
47;227033
78;267811
78;158345
78;421310
32;79967
32;872738
1261;432116
1261;340705
1261;835395
28;722652
100;276562
47;784299
12;247875
65;16105
12;988217
86;507933
12;947824
31;130250
158;7469
158;297578
130;958627
130;837638
130;50539
130;967925
130;343774
130;845869
130;482755
157;85505
161;734532
131;233387
131;429208
147;789934
133;664979
133;436718
133;960791
91;836432
1099;561838
133;396087
91;69537
133;237246
146;395475
146;128883
18;640125
18;980931
18;411508
28;73444
47;575016
132;604780
132;593079
132;200954
132;504921
51;336084
132;131984
132;960121
49;975360
49;220764
51;602095
1050;136658
57;482202
1050;268627
1098;816198
1125;961358
1125;567454
50;589096
57;398334
19;659474
266;157728
57;95745
57;84526
22;508597
57;798263
156;812442
47;101625
36;183094
22;445079
88;760567
1050;170745
157;325924
157;316561
88;801436
157;957487
130;390622
25;985476
25;328062
25;824685
104;42806
20;593282
7;35290
49;119170
20;615119
20;734602
47;185453
50;775470
50;506415
1221;869532
130;913713
18;239990
166;82648
94;854641
130;484407
130;551795
130;476495
37;883960
49;135120
49;700557
130;156465
130;130608
130;929162
130;452158
130;666895
130;543784
130;960051
130;426744
130;612260
130;26958
130;619857
130;103818
130;962139
130;280974
130;806486
130;968551
33;95491
147;754899
147;502807
147;157146
147;619441
147;843412
47;228336
41;916795
147;44899
127;52991
161;976022
162;900340
1095;27841
131;833827
131;100334
131;126421
68;194455
58;401937
62;913290
169;915906
62;619118
47;795902
47;268023
62;224065
131;126463
131;70130
47;120510
131;424182
131;269286
131;696354
131;43909
131;907176
131;525839
131;646351
131;854893
47;673029
131;51330
102;18964
26;827302
58;849982
58;700262
131;41125
131;683314
131;807897
133;62118
133;796209
232;876042
144;415971
133;335464
1221;945171
1221;891044
133;387806
133;387200
133;836423
133;35471
133;597035
133;109639
133;1843
133;82461
133;952293
133;750818
133;862769
142;235727
1099;499091
1099;834737
133;954181
133;864746
133;430412
133;42352
133;596978
133;747951
155;774151
133;986653
133;663304
163;420653
163;843475
163;910709
146;286215
146;258807
146;762665
146;443922
6;933139
146;793098
146;967929
164;179259
132;843925
132;125965
132;854953
132;81651
196;463309
6;260142
28;653757
58;105395
6;42169
6;991676
6;964515
6;929007
6;322368
26;198677
6;519190
6;15784
6;660290
20;293192
20;359416
6;492218
165;479330
6;482686
6;845048
165;14467
6;223269
165;752709
132;642026
132;710503
26;891087
132;22660
132;460281
132;90935
968;81952
92;690482
69;400952
47;472716
105;258861
47;354421
19;325765
1239;316764
18;741689
32;384184
1125;824274
1125;797059
1125;996301
51;375059
132;599522
132;448882
132;821788
132;478236
965;984569
132;155425
132;151148
132;733853
132;928493
132;246063
159;115250
159;616714
50;519259
132;234930
132;734170
132;331166
132;747248
47;723274
132;231757
132;883808
132;827144
132;581916
4;122108
132;401182
132;697362
132;599306
132;627119
132;943698
132;886348
35;961559
266;705475
266;359874
173;74418
19;215640
19;841679
47;346205
132;233604
1094;58455
92;546096
18;46609
32;869059
130;550173
25;816560
25;182410
174;657365
17;712946
26;151217
51;498118
51;737819
137;788529
137;536697
137;966851
119;651748
176;822313
18;546655
54;446055
177;427197
47;682303
49;928172
177;849929
177;256665
130;243410
147;733783
18;216420
30;805853
30;379667
26;388860
131;186039
131;220262
50;587510
50;299197
50;95732
50;349877
50;383615
1125;507268
40;218521
40;581685
181;448820
181;179768
49;955282
181;393249
181;377563
1239;789421
7;931117
47;293170
181;798588
181;791210
51;600951
26;596585
147;236377
130;224125
181;171889
130;642590
181;432401
26;115924
176;338497
176;758436
132;762336
25;912602
41;621573
26;382007
26;133652
19;255947
37;155561
184;834850
10;695951
51;688675
100;69362
28;500053
28;110279
32;871839
25;137265
18;678133
60;921079
28;633058
28;744131
968;270225
47;996535
12;47051
12;738032
50;357639
50;932389
47;35141
47;911890
50;792292
47;750251
47;327523
47;404153
47;792436
47;505454
47;519961
47;163129
149;739575
149;99135
149;856724
37;76329
26;793343
10;488472
102;713717
21;25421
21;350150
78;860218
78;415978
78;867431
49;762360
76;256260
49;615643
1134;870012
90;610182
51;701782
51;985482
51;479787
51;828280
51;913446
32;880164
50;360717
179;247905
25;700907
25;844224
59;824761
59;639275
59;889708
57;263947
107;22579
20;315812
57;877710
186;970432
4;525133
25;558477
25;411110
25;4473
25;264196
25;313568
25;197387
25;675692
25;610300
25;237295
25;966137
25;548716
25;193555
22;347246
22;315252
187;687954
187;129480
25;46383
25;321812
25;814011
188;107013
188;202391
188;950924
188;425586
188;354791
188;284514
188;871634
20;729449
62;15673
25;162988
23;911006
65;483393
21;509084
3;108752
108;828476
23;431343
4;298777
3;777745
3;277132
3;168394
88;855387
88;696302
88;213575
22;693946
151;7730
92;851522
130;110483
188;276048
188;297476
47;476490
47;771772
1218;971494
18;872446
26;111589
26;192678
36;741653
187;605389
22;15985
27;305735
18;151464
188;950462
30;836031
49;38565
6;65997
7;103781
21;733382
21;585393
32;811329
20;388593
31;6605
20;712795
32;105914
68;881209
33;999283
18;212476
28;252766
47;63063
47;8579
26;697818
50;27624
25;931506
50;390272
49;829311
33;193535
1239;544393
20;832068
50;694282
25;458692
1263;365402
34;171105
34;945580
28;695971
28;294976
28;950273
17;35021
50;409327
10;856775
58;977410
58;867515
105;390014
57;584360
57;470004
19;324879
19;712280
137;921851
137;853636
137;756177
6;542538
34;778325
49;937677
6;140014
47;768640
104;589892
104;393446
104;717328
963;222674
963;953944
47;292359
47;353981
47;282058
47;87239
47;383911
47;531818
47;876139
108;859276
1261;24490
49;604746
47;553082
83;845644
92;572558
92;40081
27;819657
193;425348
193;626162
49;341344
137;267912
26;769789
25;108207
25;428018
78;64435
78;155709
187;672820
64;675185
27;593938
1265;696335
40;649144
33;307646
33;249636
38;688931
17;99278
28;485372
41;906592
42;316758
42;302758
41;267592
23;307748
104;148397
47;507538
58;328853
58;725558
127;978423
57;149724
78;213116
85;454254
40;551031
40;142097
22;843526
27;408661
17;604282
102;995697
34;916400
32;595417
1126;444069
19;873964
1222;822822
85;508082
85;339722
103;38115
963;616161
963;469206
6;430582
105;111001
1124;79330
1124;83943
103;108641
103;68155
103;703942
58;727847
103;614345
103;261398
103;28180
103;161038
51;613117
103;228247
103;4867
181;952620
152;490306
152;507710
105;607947
26;468414
26;519893
97;687312
26;317329
26;675887
31;659601
97;889349
31;28708
97;403170
31;389224
103;970084
103;814799
31;890860
31;648602
31;510264
103;13812
103;935134
103;574308
103;171790
22;887182
103;82366
22;179362
97;761104
88;46223
97;592160
97;980434
97;307585
173;840309
28;489380
28;244201
32;525243
23;339490
59;526029
23;969138
1261;97171
62;876485
62;558102
57;65675
131;515776
131;541422
131;863863
131;598104
133;652134
55;339903
55;316886
40;281534
55;621264
130;921129
130;587578
95;271083
187;39058
64;980800
21;493494
78;748167
130;485744
132;766268
164;748134
164;752143
164;769935
165;894416
165;301697
132;740805
132;197676
90;982084
181;10697
196;805995
186;388048
20;22698
20;534400
26;882297
37;912206
1221;298191
1222;87909
51;46319
108;94111
60;266888
1263;28694
1263;637547
1263;362377
47;436868
47;583541
21;310582
45;228365
17;209635
47;627559
26;217256
25;929381
25;776449
25;478488
25;837466
25;699348
25;169446
51;709459
25;191411
25;975593
25;177186
50;775285
1125;512470
27;28857
20;855285
37;424221
1221;86975
21;841555
88;50060
18;161401
21;431838
1224;118949
26;610855
26;527699
26;886476
26;951357
26;605051
26;515690
65;302074
6;497999
31;995567
50;778882
27;863949
27;163420
28;408926
28;783824
32;856093
32;387908
32;139667
605;458033
26;597211
26;965692
17;683418
26;609284
26;583658
40;144284
42;63071
1239;899896
55;66413
26;19299
96;152486
47;460734
47;312815
47;341053
47;60755
47;254263
47;536633
47;186283
47;243649
47;703971
47;658362
47;334134
47;137489
47;820656
47;713773
47;224699
47;153827
47;310019
47;191790
49;572470
47;234070
75;509904
79;546849
42;103044
28;257764
28;556570
28;293695
200;562527
62;489296
62;373062
49;976650
49;796510
49;257205
1241;616594
26;756949
25;312834
29;167303
100;662434
21;448484
100;887389
51;468628
3;887924
47;158956
40;387724
40;728335
1274;509595
1274;199352
40;602522
50;176406
62;182252
50;112540
1274;372962
40;974876
57;10133
28;299565
28;647366
28;152148
28;339274
28;704060
127;793735
127;304886
127;463199
57;540819
28;480803
28;906637
32;812073
32;605825
32;40166
51;308527
90;210507
32;330340
32;95974
32;618536
32;58647
28;490474
28;509960
28;177679
28;294633
28;668870
28;408899
152;95143
152;538529
202;533795
62;684885
62;817996
62;881518
62;611262
62;919576
62;341646
62;756791
62;274432
50;696495
49;758027
49;817159
40;178998
87;982022
26;737833
26;305602
26;491400
90;82430
26;550635
1269;34090
88;838824
27;649329
1239;297573
1239;532204
123;911979
32;366720
32;425057
32;896190
28;153196
28;659354
28;957806
28;768848
28;569324
28;778027
28;234744
28;672937
28;903590
32;288433
32;304753
62;973456
62;335038
62;397170
51;47371
51;798093
47;321646
47;368801
47;235857
90;739234
90;629421
17;148591
17;947770
17;516667
17;107602
32;248532
28;490706
134;828902
50;711772
131;148087
131;595830
50;438452
50;254120
134;264659
50;705016
130;402985
130;559318
172;716392
172;518820
172;610897
62;698535
79;35476
79;482539
47;533666
1244;702537
28;949826
28;532951
28;766964
57;479496
100;41191
74;551009
965;242985
965;107863
62;616389
62;560544
62;896620
49;45939
47;4568
47;223471
47;967185
47;188885
62;919912
47;49270
47;53388
47;424390
26;40912
494;254666
186;951758
47;825769
95;997696
47;913142
95;886004
187;408776
47;380157
47;132343
47;317480
47;225386
68;912383
26;693951
50;152678
135;224834
135;122253
135;279454
26;703573
204;802589
4;369842
4;133206
204;400168
32;241931
26;539308
26;853147
34;415562
137;380047
137;812338
137;773086
119;80102
28;52505
28;471319
28;10885
204;925247
28;260416
28;607587
28;639530
28;513619
28;8018
28;303162
28;280609
28;188502
28;295999
57;246494
57;166138
57;630174
57;314364
57;961514
57;717812
131;99787
131;763562
956;791330
119;631420
25;505769
25;714205
571;351591
571;34528
96;784683
96;453577
32;875501
32;287030
26;831145
25;93607
17;596629
17;159363
36;16393
188;709286
188;864399
188;63663
188;521470
1263;833001
188;587497
188;226345
188;467931
188;511179
188;400046
62;61367
49;864731
35;567141
49;620568
64;757747
33;184248
33;203757
79;512637
62;248046
62;305442
32;327441
137;573396
28;52689
1261;328343
1263;32252
27;174687
100;454553
100;941486
112;285732
7;459108
7;368000
26;187500
26;65667
62;684566
62;512091
62;180497
62;535863
62;961645
62;175474
62;250144
49;538463
26;880033
26;102550
1216;151780
26;986766
1241;452046
1239;268940
1239;921507
1239;389388
208;599580
208;814340
208;459941
18;228296
176;94615
208;284682
208;176248
208;513456
208;944666
92;624354
171;587919
171;473803
47;49122
65;798027
17;104605
80;348183
31;484987
62;184250
75;812362
62;956997
62;995287
123;808803
29;892683
32;908567
28;794204
50;149071
50;766316
50;859861
50;214319
47;14296
20;734425
1098;146662
47;110290
47;876492
47;682162
47;653009
140;969507
49;272092
49;995493
47;145208
79;655788
60;259983
23;300119
1098;920484
1098;842625
1098;887340
1098;836181
1098;618701
1098;899901
62;138513
62;996005
62;34970
62;836853
62;611500
36;159120
36;221589
27;21161
27;679922
27;585615
27;466824
17;649094
18;80188
25;935898
60;348636
28;727324
106;354334
26;260161
25;351559
26;872807
173;805451
173;25176
173;129165
173;77114
173;473525
140;498721
68;239691
137;969392
32;643620
47;199793
51;869761
51;148659
49;386962
28;255650
54;563220
49;835412
59;179579
1239;389419
144;58022
1244;166260
210;448693
211;464934
32;456824
62;619533
79;887346
47;890834
25;503014
51;147435
94;374706
49;268547
62;858012
62;67002
62;370302
17;502649
36;404798
31;384258
23;726158
23;874129
49;279040
49;313511
41;393021
47;254426
20;938514
20;999959
49;469139
49;725060
1170;254446
18;549976
20;985225
65;247379
49;448853
62;551014
62;631387
171;100555
171;911831
172;194043
117;702632
117;948835
117;481910
117;384834
117;249391
117;168628
117;654349
965;35147
965;261242
965;399279
164;864249
82;672239
28;449834
32;418527
17;80878
62;215952
62;443311
62;633255
62;9218
62;761811
62;742661
25;944885
47;846450
26;403
62;578193
188;598339
188;549001
188;55875
188;589979
59;29293
59;517594
18;940099
208;174153
65;493594
248;608730
248;810972
26;419482
74;371008
49;370281
47;677381
47;159228
1124;412687
47;734255
103;770727
103;97439
103;187181
47;295053
185;52026
103;411948
103;875582
103;424153
103;489976
50;282568
111;91675
50;511419
50;781932
50;59760
1274;74759
40;479910
40;496047
10;392018
1289;550466
1289;770618
32;577954
40;397521
1274;382915
92;396072
18;224680
18;985575
28;817547
28;478138
28;778032
28;883397
28;963098
127;853744
1134;63199
32;601729
7;96670
28;298816
32;81354
7;86155
1134;662082
41;580115
28;233474
26;59566
26;877975
1134;816200
50;703685
97;364934
103;878559
103;639899
103;312211
50;783602
50;154889
135;220924
135;535060
51;755908
51;73741
215;460690
215;195289
210;665428
119;294492
119;440731
119;249174
26;641947
26;76298
69;788596
1066;311548
1066;482304
1066;464565
1066;995159
1066;193536
1066;97853
1066;234697
1066;994526
26;749260
62;173462
62;997793
18;213988
28;784386
28;53967
218;52181
26;292096
220;406787
221;91963
221;854140
26;332350
26;536328
17;59259
117;99520
20;996883
20;123956
20;142569
4;204521
51;600530
51;53396
215;365425
215;168934
215;956382
18;39839
222;679619
222;223365
222;984178
215;458928
222;841989
100;143267
1125;172731
266;109552
82;891028
266;558972
32;544550
51;258904
51;845893
51;498757
49;576545
26;638419
26;847884
51;8618
26;751730
26;408743
60;202284
17;84267
4;676124
