"product_id";"name";"price";"available";"brand"
430012;"nhPrGkh eroldu";704;TRUE;"Powercom"
820698;"Oluiai NfdE";787;TRUE;"RedVerg"
990606;"eoAei rdnVan";333;FALSE;"Berossi"
164873;"wnuriSB JfttA";143;FALSE;"Fenix"
113067;"TnPZ kPFxS";154;FALSE;"Micio"
534498;"bTcPt Gsug";311;FALSE;"Verpat"
526922;"hpEoit loQK";320;FALSE;"GoldStar"
381517;"raeeTl rNUBL";260;FALSE;"ПКФ ТМКН"
1811;"lrSxHcnr uRDsoeae";820;TRUE;"IKEA"
259631;"ISimReWU PdXIpl";704;TRUE;"Интерскол"
808447;"esnM hTkTy";695;TRUE;"TalleR"
32185;"mWBAe Svne";739;TRUE;"Lemark"
831700;"aokaiDl";1607;TRUE;"Cezaris"
781760;"TaYkra tBetK";3350;TRUE;"Wilo"
508521;"CCFeHaS rRo";120;FALSE;"Stellar"
380939;"nueaedra Wrroe";1235;FALSE;"Lexand"
114652;"mTPyBoo yLNed";1541;TRUE;"Rubin"
251880;"lGnP tmgil";657;TRUE;"Russell Hobbs"
932099;"lRcoPsl uOiet";1652;TRUE;"Elikor"
672820;"LarWrl umFmaCe";635;TRUE;"Supra"
86512;"MAMesD cCkvp";2998;TRUE;"Makita"
177508;"iiiRUSMm";690;TRUE;"Катюша"
298939;"anCoooQ";744;FALSE;"Franke"
757814;"TPaNla";704;TRUE;"ADA Instruments"
600496;"denmkixr";2353;TRUE;"Hotpoint-ariston"
807766;"bUniWtC aZsDn";413;FALSE;"Body sculpture"
352454;"iiNoe pHryb";910;TRUE;"Leader Kids"
342721;"sxBG TuMcexu";1010;TRUE;"Формула здоровья"
599318;"iIEklma crrbnS";2876;TRUE;"Stark"
106204;"umey ornrw";739;TRUE;"Интерскол"
261244;"GPwJuxe IpFScQ";1342;TRUE;"Timberk"
944472;"EhpRTo aDdB";465;TRUE;"Nania"
410594;"eoxeTtoc";3848;TRUE;"Hansa"
72174;"alVaVe rCLl";699;TRUE;"Scarlett"
412738;"anGt";298;TRUE;"Kukmara"
600888;"aokoe nnH";419;TRUE;"Q and Q"
265811;"Ciyc DnWdT";3616;TRUE;"Leran"
628897;"edtC COoOr";1399;TRUE;"Mystery"
220925;"usaxD iaoDgo";311;TRUE;"Rolsen"
168287;"vBkSo omtit";3327;TRUE;"Ballu"
291845;"Krrnbenn";84;FALSE;"Askona"
451774;"iimCAD HGr";1758;TRUE;"Grohe"
308200;"DPeww HrHto";12331;TRUE;"Smeg"
288694;"GdBbSah eeEaae";2020;TRUE;"Odeon Light"
399948;"lltndLM SdtS";657;TRUE;"Casio"
445362;"TaDpcOo CxaE";263;FALSE;"Добрыня"
936458;"Amia WipA";832;TRUE;"Maxwell"
684658;"SCna ioPES";1448;TRUE;"Hoover"
523863;"GMSBrc tXe";302;FALSE;"Альтернатива"
636730;"yRXeCT ClRlo";391;FALSE;"Fulda"
335792;"dOiaio aEStrri";5793;TRUE;"Patriot"
387110;"nLSoe eatTitK";879;TRUE;"Iddis"
966389;"lmEc tWxG";10156;TRUE;"Hotpoint-ariston"
353113;"Snyc iaHGii";425;FALSE;"Champion"
379956;"ASDx KLDr";1808;TRUE;"Anmar"
172028;"JuN boAoeC";333;FALSE;"Tech-Line"
264763;"ronFa LDmB";242;TRUE;"Biostal"
934732;"KDa VorsSO";512;TRUE;"RCV"
435633;"SCXFav";172;FALSE;"Tatkraft"
729407;"stdFtD BxPrd";413;FALSE;"Janome"
811572;"Hcreclie";1846;TRUE;"Jaguar"
292059;"ikDrFr aeleP";357;FALSE;"Precious"
408773;"RiFm";413;FALSE;"Ведрусс"
327637;"etSZNh sclit";1951;TRUE;"Portotecnica"
713773;"CKbT adxGm";879;TRUE;"Shindo"
444167;"eVmicxr iAEu";495;TRUE;"SoundMAX"
655105;"trSQimv";1252;FALSE;"Philips"
703957;"rgca pbKMpo";861;TRUE;"Defender"
39843;"ucmaBEo";160;FALSE;"Миг"
741522;"FzlNsx LWSRr";282;FALSE;"AVEX"
706313;"FPilrTer fpRFae";526;TRUE;"Ombra"
687082;"nfi ylHirBs";249;FALSE;"SLand"
561765;"ouMtAHaL Flea";465;TRUE;"Exmaker"
612656;"eOlooP elhy";61;FALSE;"Siemens"
342447;"BeedWAM nslF";605;TRUE;"Jacob Delafon"
306484;"Koriol omySP";1795;TRUE;"Askona"
97296;"rorTx EXotX";425;TRUE;"HP"
747798;"oSoro Obuay";300;FALSE;"Baby style"
617161;"CFNi aevTu";568;TRUE;"Siweida"
390705;"auICe";284;TRUE;"RCV"
970033;"smPnsaT CMxnnE";5405;TRUE;"Gorenje"
282576;"KmonXC DSRm";375;FALSE;"Soundtronix"
378421;"selM irAboa";23170;TRUE;"Дэфо"
824042;"xSaa naraS";917;TRUE;"Lore"
422016;"RDeMlGi Govm";2304;FALSE;"Oasis"
470750;"sPL shPle";1097;TRUE;"Rolsen"
33123;"Elhcies";95;FALSE;"Sony"
953279;"ABl";2628;TRUE;"Protherm"
850738;"oGBDM Syob";1489;TRUE;"Leran"
3395;"yaIvG";362;FALSE;"Nadoba"
374817;"ieQI iemo";1031;TRUE;"Vidima"
976763;"TsWNWlRS";377;TRUE;"AgeStar"
507888;"kCrGr aeoCX";630;TRUE;"Philips"
497258;"iiQkG oBgasi";388;TRUE;"Comfort Line"
923220;"Drn EBiBC";405;TRUE;"Sinbo"
982407;"eln AWiTtF";771;TRUE;"Альтерна"
772868;"cNlspe";820;TRUE;"Алтайский Шинный Комбинат"
535404;"nioucMP";419;TRUE;"Kromax Endever"
893973;"LAl BAnsu";955;TRUE;"Бюрократ"
245359;"trbZIu eneI";133;TRUE;"Sturm"
164214;"daomedpD ESlD";1722;TRUE;"Ariston"
703842;"sexTG";516;TRUE;"Sava"
366033;"YLen";465;FALSE;"Trebl"
12832;"tdZRSAD Aon";809;TRUE;"Redmond"
493698;"NeWVL Tagk";399;TRUE;"Nika"
540265;"VNTHsl Dtln";280;FALSE;"Интехпроект"
14172;"Qryiaor";873;TRUE;"Midea"
829102;"ngoRxi IDRf";419;FALSE;"Ajur"
276502;"gbsAFh NaSAo";495;TRUE;"Q and Q"
388300;"heWeranP";553;TRUE;"ТермМикс"
594811;"FsPia MrDio";734;TRUE;"Brand"
417159;"dxIntO TiirB";286;FALSE;"Alcatel"
134273;"lXxaxK rLrn";443;TRUE;"Mystery"
314545;"aeEktMBh";568;TRUE;"Sho-me"
443250;"lzmE ixkb";428;TRUE;"Skil"
321030;"teBhT oliLa";271;FALSE;"StarLine"
374740;"WtaVeDa";530;TRUE;"Asus"
295043;"mDsAVo Pmto";1024;TRUE;"Supra"
456166;"gnSsSCd skrsp";254;FALSE;"MyDean"
163184;"uaTpnDi ero";324;TRUE;"Кама"
30370;"iKEC wnpiB";685;TRUE;"Vitek"
274038;"AcsHl";584;TRUE;"Panasonic"
329905;"wiraOn aeaAu";402;FALSE;"Terminus"
675194;"oebzAF vrDgs";322;FALSE;"Indesit"
362293;"bPna Eirr";286;FALSE;"Теплушка"
63283;"oprfuMBD teldCg";626;TRUE;"Q and Q"
812886;"TaOkeaNx nCVwhC";690;FALSE;"Цвет Мебели"
795454;"dAPI SBdr";79;FALSE;"Champion"
979908;"IFQhKsn oexAL";152;FALSE;"Gutrend"
905506;"TiofaRns RNTsh";286;FALSE;"Зубр"
397662;"tMr iAo";3795;TRUE;"Huter"
236031;"xxRaxF MkRp";239;FALSE;"Korting"
604392;"groeW romHs";355;FALSE;"Bebetto"
366187;"iMn aiol";4939;TRUE;"Viewsonic"
419750;"eMPlXy rlKElB";1428;TRUE;"Jacob Delafon"
54981;"obcPdiIy leoVV";1428;FALSE;"Prology"
166419;"vcxo axaroO";261;TRUE;"Incipio"
401923;"mafaA nMC";724;TRUE;"МФ Атлант"
592254;"teirii Diisuoy";1060;FALSE;"Calvaneo 1583"
974073;"ltTTHi MVonh";367;TRUE;"Lexand"
770453;"uaeaNM SESm";357;FALSE;"Мелон"
4524;"AdTiSrGr oPWs";3259;TRUE;"Midea"
958424;"aeM tgoIP";838;TRUE;"Ricoh"
696497;"mKnWHSrr";787;TRUE;"Terminus"
291705;"vBCci wUTk";182;FALSE;"Delta"
855025;"kiul SpiSt";792;TRUE;"Genius"
886657;"sFMdu";98;FALSE;"Hama"
419352;"uFM";199;TRUE;"Бердск"
491135;"TnetB";455;FALSE;"Casio"
167902;"oMel FetrAl";276;TRUE;"Curver"
500125;"YyooSx eifGa";151;TRUE;"Filtero"
708234;"Ssge aicE";1795;TRUE;"Sony"
111598;"oFBirraD WrifK";803;TRUE;"Bestway"
827955;"eepamLL";195;FALSE;"YST"
621653;"ShaHtpm Emairr";739;TRUE;"Estap"
300274;"audera RSDt";365;TRUE;"Hama"
327050;"eoDof MDECr";501;TRUE;"VITAX"
869994;"isElar";613;TRUE;"Фермер"
16322;"uBCD ptCaBii";1323;TRUE;"Janome"
193436;"oatcGL BnsBC";247;FALSE;"Electrolux"
345195;"ieDTCBal pyRrftAM";333;TRUE;"Santool"
987428;"rxaniTa UDearB";286;FALSE;"Цвет Мебели"
830741;"Fttx";685;TRUE;"YST"
53235;"rkaD";1965;TRUE;"Pioneer"
317394;"edCnRi roei";530;TRUE;"Спектр кварц"
496864;"aPSaeeao RhAur";175;FALSE;"Формула здоровья"
991158;"ClrOgXA oKsd";315;FALSE;"ПКП Плазер"
581774;"TarpFF ulr";666;TRUE;"Lussole"
841172;"ttG";755;TRUE;"Bburago"
16693;"cuDoar ggutTn";5442;TRUE;"Samsung"
979406;"sPaVo xkxCaB";4300;TRUE;"Zanussi"
19098;"PDae";989;TRUE;"Формула здоровья"
245927;"nHBILa tanei";347;TRUE;"Rolsen"
379575;"LmfRucT GoKDo";1082;TRUE;"Novatrack"
702264;"nxD PuF";592;TRUE;"Leader Kids"
371034;"axAmCPH yrTcun";1499;TRUE;"Ресанта"
244690;"oaI ggl";729;TRUE;"Sylvanian Families"
940439;"lnlLPrM";982;TRUE;"АкваМаста"
364401;"Fcxce";449;TRUE;"Microlab"
120555;"SnmseC ldeia";193;FALSE;"Prology"
535441;"TCaisAHG oBRn";2916;TRUE;"Patriot"
701131;"eHRExmec dlNa";2759;TRUE;"Hotpoint-ariston"
574405;"gRTXcaaW urWl";452;TRUE;"Sturm"
895956;"SalrPa eritIa";159;FALSE;"Lego"
52082;"MLien";215;TRUE;"Мультидом"
660030;"tzAirci cRAshDn";57;FALSE;"Compipe"
352058;"axeFuAM Qcobi";56;FALSE;"Black and Decker"
479393;"sHmP pmrmt";296;FALSE;"Forward"
239963;"doE";79;FALSE;"Novatrack"
606641;"LBsVritM MLX";4705;TRUE;"Elica"
778889;"lWiiSV";648;TRUE;"Intro"
165864;"Bmol aomP";106;FALSE;"EVO"
160299;"oarPs lrOlS";3061;TRUE;"LG"
267797;"KahHSA eBpTW";106;FALSE;"Michelin"
503640;"suaem Uoaiou";405;TRUE;"Micromax"
308130;"oaytTl SogoPMh";284;TRUE;"Microlife"
489976;"GhciaDE";357;TRUE;"Defender"
742865;"oElYTR";1351;TRUE;"Nokian"
918676;"oSAn";849;TRUE;"Bosch"
122160;"eBssTc ClDRZH";215;TRUE;"ClearLight"
360745;"TKAeZkp eghtd";365;TRUE;"Cliff"
970894;"uyeaoe EaatG";185;TRUE;"Supra"
567070;"PVeK NSeTn";139;FALSE;"Gamo"
216174;"Lmhro lohP";449;FALSE;"Тэмп"
953942;"LCIcia SrBV";4068;TRUE;"Атлант"
295073;"TkePP qDvtt";2369;TRUE;"Vitra"
187465;"PDroieXD eleohR";1121;TRUE;"Yokohama"
322416;"eilN RarlcA";1128;TRUE;"Neoline"
64035;"OTola tBWnS";101;FALSE;"Oulin"
945823;"hJinr aoA";78;FALSE;"Asus"
930855;"nAaCC";1082;TRUE;"Союз"
837542;"RSL RDot";365;TRUE;"Kicx"
326511;"aaAEh oajae";962;TRUE;"Samsung"
258664;"eBoog";962;TRUE;"Electrolux"
757308;"arLo";556;TRUE;"Replica"
498178;"GaSyi";1278;TRUE;"Аква Родос"
314799;"aoGI rfevn";6937;TRUE;"Hansa"
849189;"aDLro eraxiej";576;FALSE;"Triton"
9004;"oADa tBils";501;TRUE;"Scarlett"
707633;"acee";338;TRUE;"Эра"
238913;"ryki evaecl";596;TRUE;"Rapoo"
946062;"BSiPtr oticf";79;FALSE;"RCV"
295878;"nLLl euAW";1082;TRUE;"Cobra"
620905;"Pox MSCai";1351;TRUE;"Bestway"
644754;"NmBwbNen ePtxS";1846;TRUE;"APC by Schneider Electric"
611818;"xPolSk rrV";176;FALSE;"Navigator"
634439;"rwy hnre";4451;TRUE;"KitchenAid"
435831;"CtLwAW";221;FALSE;"Trike"
720668;"BoeoiLg LibNb";1261;TRUE;"Electrolux"
789872;"CmaEygPe rislE";929;TRUE;"Comforty"
655631;"eCept";182;FALSE;"ParkMaster"
845331;"lUPL lrlCBi";179;TRUE;"Палитра"
489604;"DWsUhRo eckh";2876;TRUE;"Формула здоровья"
416808;"cCdx";30362;TRUE;"Baxi"
481466;"oyx";184;FALSE;"Gutrend"
92451;"pPwl";62;FALSE;"Turbo"
167784;"ltcSNB lWiS";370;FALSE;"TFK"
66540;"rkaS donBi";416;FALSE;"Промтекс"
401790;"aKlWLrd LsfxMS";962;FALSE;"Сильва"
494297;"bAat esanWx";247;FALSE;"Квинтор"
441929;"ynVaWck Earn";491;TRUE;"Gigabyte"
168815;"SfKECM ouymm";5595;TRUE;"Mikadzo"
153171;"yglFl Wtamh";468;TRUE;"Calida"
984203;"uedp";365;FALSE;"Sakura"
364029;"JoaSiar YLERdG";474;TRUE;"Makita"
521065;"RYrWPbd";343;TRUE;"Art Sound"
304126;"sCrTxdE uSAVlf";530;TRUE;"Vitesse"
893198;"KLnst ymHBhN";458;TRUE;"Maman"
7671;"ecnmxy";231;TRUE;"Giyo"
461887;"iiArBSSS";72;FALSE;"Nokian"
632899;"RWolSSSn SoAnD";1305;TRUE;"СКВ-Компани"
10177;"PRhSA";132;FALSE;"MRM"
211610;"lPex nLBg";630;TRUE;"Vitek"
113190;"tSxhtl";2257;TRUE;"Bosch"
601577;"bGbSWd NiRL";202;FALSE;"NZ Wheels"
642493;"MSSCo EeS";399;TRUE;"Lomond"
611500;"oRKdKEt sntc";160;FALSE;"Timberk"
947438;"apol";4905;TRUE;"Inglesina"
605017;"SLonl vMtc";207;FALSE;"Alcasta"
380231;"IeLi";4124;TRUE;"HP"
53442;"ivil";5557;TRUE;"FUBAG"
186759;"acEWp";750;TRUE;"Clatronic"
875212;"vDAubIoi EHmPo";271;FALSE;"Samsung"
76941;"eBiTmni TTHWO";1458;TRUE;"Verpat"
884640;"plCEas";102;FALSE;"Panasonic"
875298;"DgSlvve oeaiyN";739;TRUE;"Sven"
475030;"iDeVrdo";7434;TRUE;"Philips"
709426;"TeLDnu NahRF";3492;TRUE;"Candy"
318642;"ankls";750;TRUE;"Mikhail Moskvin"
996648;"ireitr TaWp";6841;TRUE;"Siemens"
695877;"iDxBe hnxlc";261;TRUE;"Transcend"
443227;"UrAtmWMF meKro";91;FALSE;"Saturn"
871122;"oieaA oEreaRC";478;TRUE;"Potato"
295940;"inap Tyai";85;FALSE;"Askona"
270445;"Lbeasr";568;TRUE;"Jarkoff"
284374;"ouaar";292;TRUE;"Pioneer"
757753;"aotroCes";519;TRUE;"Stanley"
313638;"nSOHdep Splal";568;TRUE;"IKEA"
789538;"XseDej BooeOnD";584;TRUE;"TAIFU"
295053;"erBMeiHc GtTRrm";86;FALSE;"Faber"
589892;"goMPp eyxr";139;FALSE;"Dogrular"
730005;"soHnTRW yWince";221;FALSE;"Btoys"
913669;"aCJTDeX";419;TRUE;"VLK"
496634;"HkaaMaR eHMRk";152;FALSE;"Bosch"
927445;"aIAMR";160;FALSE;"Sinbo"
584885;"EoCeelc DQtM";666;TRUE;"Виталь"
9925;"inrF Ckae";843;TRUE;"Santek"
738686;"rScdge rAH";11505;TRUE;"Husqvarna"
792327;"RLre otcga";8306;TRUE;"Hitachi"
131164;"PCeaBAG kAyNC";630;TRUE;"Профсан"
144125;"bueo orsS";1218;TRUE;"FLI"
344020;"nSikCa MtFjk";440;TRUE;"Pasabahce"
159441;"aun LnWolTv";126;FALSE;"Белвар"
802054;"rJdExcU oCnk";1710;FALSE;"BAS"
109964;"PZbFSog BLkL";1235;TRUE;"Maunfeld"
799157;"oWcee Trs";209;TRUE;"Silicon Power"
856060;"Dmum eiNaT";530;TRUE;"Elada Mosaic"
549322;"Naxsioe mSdRrB";452;TRUE;"Filtero"
721278;"LzCrca Shroi";666;TRUE;"Odeon Light"
399450;"iBalG tPrse";996;TRUE;"Status"
563182;"lEBlsHi Txbs";159;FALSE;"Superlux"
683577;"orISsa sDD";478;TRUE;"Casio"
833874;"nxSesh kosrITC";564;TRUE;"Geoby"
135245;"oxRrPlRe ERLarr";141;FALSE;"Magnit"
42731;"arSh ACEe";396;FALSE;"Wirquin"
765057;"PtAfa xnea";962;TRUE;"Pyramis"
959938;"CoaIo ECTenW";495;TRUE;"Remington"
68983;"SoLa CaoHXz";495;TRUE;"Redmond"
768678;"Nlun alAxL";350;TRUE;"Defender"
895210;"Ulohv tiE";461;TRUE;"Gigaset"
561950;"isoBBa";556;TRUE;"Braun"
235256;"esraes kouge";776;TRUE;"Kromax Endever"
210133;"leBitVF yHTD";776;TRUE;"Onika"
559460;"dPkda lEjhi";292;FALSE;"Gefest"
249395;"ASAcii SCAhe";360;FALSE;"Totem"
939273;"aSeLS GcpH";576;TRUE;"Fly"
743042;"Plle icDso";1113;TRUE;"Fusion"
709630;"uBGx";3236;TRUE;"CAT"
915169;"SBH gBig";4482;TRUE;"Rinnai"
187395;"SHrE RorGY";1031;TRUE;"ParkCity"
810949;"ViRaC ergdM";1698;TRUE;"Thomson"
523061;"WPtgaM reeLo";549;TRUE;"Maxwell"
99543;"tBrGbsT rnVGH";1563;TRUE;"Cam"
135473;"lmnr iMSP";304;FALSE;"Microsoft"
904279;"SHrei Srhaix";260;TRUE;"Седьмое небо"
851574;"PSarP RJPA";352;TRUE;"Nika"
683546;"rnHiwe loSti";584;TRUE;"Дэфо"
501603;"edR ixeeceP";329;FALSE;"Prorab"
803241;"xunoiTcS eXBQxBi";232;FALSE;"ЧЗБТ Магарыч"
957633;"ltSrispn MkBXBy";826;FALSE;"ASRock"
499722;"uimir";724;TRUE;"Gimi"
62045;"aJJC qoani";164;FALSE;"Турист мастер"
70080;"vPEpdPa oSFeH";1152;TRUE;"SanDisk"
740720;"lWn tai";290;FALSE;"Thomas"
346463;"tsFv iSin";7231;TRUE;"Foster"
226475;"GsnroL paneI";4451;TRUE;"FoxWeld"
182456;"MhsrNIr iSV";3517;TRUE;"Бирюса"
