year,songtitle,artistname,songID,artistID,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
2010,Sexy Chick,David Guetta,SODMDAO12C0DD05691,ARH2QI91187FB3788D,4,0.26,-14.254,130.03,0.76,2,0.135,0.243849657,0.004,0,46.37,-211.229,206.54,-217.733,139.873,-260.149,260.212,-113.08,177.967,-105.484,217.916,-105.716,116.94,-82.789,124.576,-57.506,88.795,-69.124,98.673,-114.831,90.784,-95.046,53.523,1
2010,Xibir,Dimmu Borgir,SOULGEV1315CD42208,ARLSF8H1187B9A76B0,4,0.592,-10.715,75.002,0.012,10,0,0.424720379,0.017,0,54.894,-139.661,171.13,-171.238,154.664,-119.658,76.364,-45.092,91.75,-59.755,116.185,-69.134,57.004,-56.554,45.032,-57.648,50.696,-34.042,45.126,-54.705,17.284,-37.078,46.633,0
2010,Born Treacherous,Dimmu Borgir,SOPBHEE1315CD4200F,ARLSF8H1187B9A76B0,4,0.712,-5.671,97.983,0.499,7,0.128,0.919677848,0.021,25.118,56.201,-104.27,165.047,-100.07,147.012,-286.346,309.65,-80.983,107.547,-91.963,90.651,-61.434,54.425,-44.404,94.963,-47.816,32.057,-34.254,52.528,-135.317,33,-39.194,38.627,0
2010,Gateways,Dimmu Borgir,SOKSYOX1315CD43E93,ARLSF8H1187B9A76B0,4,0.975,-4.702,125.021,0.05,10,0.106,0.932624484,0.022,0.842,57.118,-111.741,152.749,-117.085,132.649,-92.92,87.756,-61.476,128.602,-115.558,19.24,-64.162,74.959,-45.273,60.185,-54.204,48.576,-32.851,54.64,-55.7,20.842,-37.238,42.61,0
2010,Chess with the Abyss,Dimmu Borgir,SOCDRKA1375389A50F,ARLSF8H1187B9A76B0,4,0.445,-5.237,120.223,0.234,0,0.557,0.97273664,0.024,0.01,56.962,-22.745,170.886,-127.871,115.437,-323.2,333.255,-37.392,78.751,-69.276,102.467,-46.918,77.363,-47.177,66.236,-45.739,42.548,-27.25,59.208,-131.443,20.882,-29.867,28.287,0
2010,Dimmu Borgir,Dimmu Borgir,SOWBAJQ1315CD40E78,ARLSF8H1187B9A76B0,4,0.909,-5.081,134.034,0.425,7,0.491,0.973304082,0.015,0.041,56.875,-73.947,170.064,-141.373,137.721,-262.553,350.74,-55.803,88.37,-76.869,97.099,-64.953,60.454,-45.508,96.929,-50.516,49.642,-41.917,76.88,-80.127,28.999,-38.689,30.427,0
2010,Ritualist,Dimmu Borgir,SOENJTA1375389A0CB,ARLSF8H1187B9A76B0,4,0.414,-6.058,152.816,0.308,2,0.456,0.961888752,0.028,0,56.074,-110.85,191.515,-108.133,112.759,-90.685,348.413,-55.333,116.056,-73.312,6.061,-80.899,71.336,-72.058,88.635,-44.82,43.25,-59.007,36.005,-117.153,19.629,-34.611,53.444,0
2010,A Jewel Traced Through Coal,Dimmu Borgir,SOFZNBR1315CD41689,ARLSF8H1187B9A76B0,4,0.89,-5.872,115.038,0.55,9,0.466,0.945729702,0.008,0.132,55.768,-154.44,168.069,-148.469,116.613,-125.09,190.07,-57.032,64.895,-79.925,56.254,-39.717,64.951,-68.22,69.539,-45.77,50.516,-35.502,57.59,-84.42,26.415,-57.769,39.385,0
2010,Renewal,Dimmu Borgir,SORICNC1375389A0E7,ARLSF8H1187B9A76B0,4,0.128,-6.01,104.974,0.016,5,0.629,0.95561059,0.034,0.355,55.841,17.201,193.76,-169.432,74.473,-285.89,317.197,-72.458,51.478,-92.708,180.8,-70.305,56.654,-66.433,75.818,-41.51,33.975,-33.474,64.022,-67.305,39.91,-29.082,46.412,0
2010,The Demiurge Molecule,Dimmu Borgir,SOPSKST1375389A1BE,ARLSF8H1187B9A76B0,5,0.487,-5.826,204.924,0.071,6,0.544,0.939649192,0.006,0,55.977,-72.573,171.13,-114.852,124.424,-243.676,73.116,-54.245,57.491,-72.609,235.225,-49.249,78.249,-51.643,56.69,-47.687,53.604,-30.617,85.594,-42.991,66.436,-36.181,35.061,0
2010,Endings and Continuations,Dimmu Borgir,SODFIIG1375389A219,ARLSF8H1187B9A76B0,7,0.374,-6.946,146.099,0.319,10,0.374,0.923877389,0.009,0.705,56.415,-113.068,202.68,-114.27,89.881,-111.465,100.293,-65.776,73.053,-104.581,60.542,-52.466,62.759,-53.651,54.416,-48.983,35.422,-63.492,53.952,-45.753,41.497,-54.153,36.939,0
2010,Heroes of Our Time,DragonForce,SOFSTQV13743BFA047,AR8P6CT1187FB458AB,4,0.965,-4.337,100.061,0.355,2,0.528,0.985385078,0.01,0,57.739,-26.117,270.12,-82.352,213.602,-70.153,183.123,-86.91,135.881,-79.036,91.042,-60.967,99.427,-62.613,70.279,-73.441,61.477,-50.98,75.92,-87.342,88.18,-49.063,58.74,0
2010,Operation Ground and Pound,DragonForce,SODNROP137427255F6,AR8P6CT1187FB458AB,4,0.525,-5.242,99.96,0.771,9,0.619,0.938165813,0.014,0.005,56.701,35.752,250.751,-61.219,183.655,-97.294,431.851,-52.039,148.984,-71.294,79.932,-102.271,59.628,-51.68,70.189,-45.413,47.857,-50.39,74.835,-83.406,31.288,-51.821,78.157,0
2010,Fury of the Storm,DragonForce,SOCLNQR1280EC74DF9,AR8P6CT1187FB458AB,4,0.994,-5.979,100.019,0.725,4,0.244,0.915527894,0.009,0,55.988,39.635,277.319,-182.969,262.312,-93.781,354.876,-92.697,187.198,-66.509,137.621,-87.573,72.354,-42.294,84.768,-58.856,42.168,-62.81,54.748,-119.098,76.831,-40.242,61.683,0
2010,Disciples of Babylon,DragonForce,SOGLFDM12AB017C087,AR8P6CT1187FB458AB,4,0.656,-4.711,88.738,0.603,4,0.182,0.959264671,0.009,0.022,58.139,-43.885,219.861,-113.308,126.929,-127.508,90.469,-64.456,148.052,-89.52,55.318,-58.818,67.008,-61.799,77.887,-54.935,57.528,-32.678,53.234,-71.52,35.202,-42.31,70.937,0
2010,Find Your Love,Drake,SOJSITU13A9DF07483,ARODZUF11F4C841E1F,4,1,-18.975,98.878,0.842,6,0.665,0.344353885,0.009,11.907,44.579,-103.705,196.22,-159.121,98.662,-100.648,270.264,-46.026,133.721,-91.092,90.917,-84.225,72.589,-87.974,89.713,-64.631,53.243,-59.44,64.834,-82.026,80.115,-76.682,42.646,1
2010,Let the Sin Begin,Drowning Pool,SOBRRTV12AB0186724,ARVSQHB1187B992FF0,4,1,-3.76,117.072,0.953,11,0.83,0.975500345,0.025,0.035,57.523,-23.716,256.14,-188.849,118.967,-124.293,374.129,-76.32,107.715,-126.355,51.705,-97.066,55.761,-58.779,90.489,-43.354,45.825,-27.625,62.372,-101.697,27.863,-44.945,38.264,0
2010,Feel Like I Do,Drowning Pool,SOHJUGY139122B0D44,ARVSQHB1187B992FF0,4,1,-14.066,90.032,0.927,4,0.534,0.932794198,0.027,25.146,48.42,5.365,270.666,-109.128,151.708,-110.562,85.912,-66.942,78.513,-89.819,168.287,-75.793,78.887,-46.678,68.497,-77.333,46.986,-28.632,74.212,-69.758,64.138,-38.67,61.98,0
2010,Turn So Cold,Drowning Pool,SOLMPNA12AB018672E,ARVSQHB1187B992FF0,4,1,-4.459,84.984,0.563,4,0.591,0.973160042,0.002,0,57.331,-85.024,197.728,-100.028,141.392,-194.116,76.068,-68.184,96.814,-93.829,158.101,-78.318,74.394,-122.073,98.059,-92.112,41.656,-45.439,74.631,-66.164,36.815,-67.431,60.194,0
2010,Regret,Drowning Pool,SOMJHXP1315CD48E5D,ARVSQHB1187B992FF0,4,0.786,-3.247,163.989,0.474,1,0.61,0.997366374,0.023,0,58.078,-39.652,195.606,-124.232,124.787,-94.503,391.635,-48.709,86.381,-77.095,91.983,-81.393,45.844,-91.989,100.725,-67.806,41.94,-66.275,48.954,-162.716,63.51,-36.704,53.403,0
2010,Over My Head,Drowning Pool,SORQTXQ1315CD48344,ARVSQHB1187B992FF0,4,1,-4.599,107.019,0.901,6,0.575,0.954462708,0.009,0,58.106,-96.742,182.038,-123.216,99.194,-101.929,64.969,-71.552,88.972,-74.299,118.018,-80.969,45.07,-78.493,61.944,-53.156,34.296,-59.99,42.907,-55.896,52.914,-42.787,53.31,0
2010,All About Me,Drowning Pool,SONJNZI12AB0189305,ARVSQHB1187B992FF0,4,0.998,-4.512,126.984,0.867,4,0.178,0.979619398,0.024,0,57.411,-41.648,177.26,-119.898,57.806,-109.455,106.669,-67.981,67.072,-102.857,72.365,-78.411,78.498,-73.587,78.343,-61.752,39.002,-56.22,59.067,-75.919,94.2,-57.23,44.447,0
2010,More Than Worthless,Drowning Pool,SOEZTPW12AB0186736,ARVSQHB1187B992FF0,4,1,-4.492,83.498,0,9,0.058,0.925159007,0.005,0.002,57.799,-130.567,260.456,-157.457,64.597,-273.879,85.221,-74.961,67.258,-91.914,224.704,-105.666,28.787,-84.908,114.744,-69.266,64.859,-42.872,90.805,-54.512,76.567,-49.614,29.581,0
2010,Children of the Gun,Drowning Pool,SOEHZRD1315CD47828,ARVSQHB1187B992FF0,4,0.933,-3.342,76.478,0.883,11,0.878,0.947910293,0.019,0,58.185,-154.553,218.799,-166.642,116.588,-121.331,359.342,-119.416,57.478,-108.505,221.057,-58.374,93.889,-65.687,103.824,-72.779,35.542,-75.582,81.148,-169.752,192.417,-50.85,51.072,0
2010,Alcohol Blind,Drowning Pool,SOCAOGO12AB018673A,ARVSQHB1187B992FF0,4,0.977,-5.985,79.491,0.391,4,0.731,0.854587195,0.009,0.001,57.742,-161.526,171.11,-132.629,81.809,-131.718,243.217,-60.13,67.022,-112.883,112.985,-81.446,69.163,-89.928,68.773,-68.187,93.695,-49.344,55.369,-79.009,51.172,-52.079,36.751,0
2010,Horns Up,Drowning Pool,SOSEIQD1375842B91A,ARVSQHB1187B992FF0,4,0.379,-4.457,158.668,0.202,6,0.501,0.987282951,0.023,0,57.453,-70.544,171.13,-162.612,83.155,-115.233,170.716,-68.251,57.491,-105.178,23.864,-74.11,42.672,-61.405,72.638,-59.147,44.032,-48.734,44.962,-64.359,37.535,-32.74,55.41,0
2010,King Zero,Drowning Pool,SORDZHA1375842B93A,ARVSQHB1187B992FF0,4,0.507,-4.482,170.038,0.347,4,0.008,0.978912147,0.034,0,56.858,-32.765,236.966,-114.972,145.832,-291.344,249.504,-64.45,61.272,-89.033,166.842,-54.385,60.711,-53.279,54.733,-52.828,38.089,-33.359,80.422,-202.256,135.774,-48.136,46.067,0
2010,After the Earthquake,Eels,SOAFCZJ1315CD3F8A2,ARZGTK71187B9AC7F5,3,1,-19.194,125.025,0.742,7,0.578,0.116665548,0,0,44.089,-284.513,171.123,-81.659,176.044,-115.929,144.494,-14.696,131.64,-96.932,91.941,-57.926,43.206,-46.115,196.309,-31.194,44.596,-59.623,27.303,-67.428,42.047,-42.906,24.21,0
2010,That's Not Her Way,Eels,SOCUAVB13152A719BA,ARZGTK71187B9AC7F5,3,1,-10.26,129.953,0.4,4,0.62,0.527818982,0.001,0.521,52.4,-220.09,160.931,-108.523,138.423,-157.781,160.019,-45.907,97.679,-88.411,143.215,-71.172,55.412,-101.544,109.88,-73.208,47.746,-99.654,46.34,-55.892,58.018,-33.378,52.779,0
2010,In Gratitude for This Magnificent Day,Eels,SOJGJTP13152A705CD,ARZGTK71187B9AC7F5,4,1,-20.36,126.417,0.503,0,0.312,0.14605055,0.016,0,44.261,-152.535,171.13,3.717,162.52,-42.487,68.947,-44.206,92.291,-58.056,30.63,-67.852,63.17,-46.797,71.02,-80.825,29.121,-44.954,14.192,-42.17,28.669,-36.104,39.285,0
2010,The Morning,Eels,SOHTVRQ1315CD4121B,ARZGTK71187B9AC7F5,4,0.971,-20.489,133.242,0.081,2,0.133,0.010604503,0,0,47.862,-284.797,171.13,-175.127,115.616,-299.396,147.82,-63.16,119.121,-102.761,144.108,-89.869,52.715,-110.023,158.812,-82.084,50.058,-64.273,86.126,-103.217,51.02,-50.164,49.409,0
