Date,StockPrice
10/1/88,43.77047619
11/1/88,44.03190476
12/1/88,45.22285714
1/1/89,45.40666667
2/1/89,46.83842105
3/1/89,45.03681818
4/1/89,46.4775
5/1/89,51.03
6/1/89,54.05272727
7/1/89,54.7525
8/1/89,57.61086957
9/1/89,56.646
10/1/89,56.67363636
11/1/89,57.03238095
12/1/89,63.421
1/1/90,63.915
2/1/90,61.75842105
3/1/90,63.21772727
4/1/90,65.0055
5/1/90,67.28818182
6/1/90,69.56428571
7/1/90,72.46761905
8/1/90,65.16826087
9/1/90,58.23315789
10/1/90,53.23043478
11/1/90,53.57809524
12/1/90,56.614
1/1/91,56.80409091
2/1/91,67.17578947
3/1/91,68.055
4/1/91,72.42909091
5/1/91,72.50863636
6/1/91,74.88
7/1/91,73.67318182
8/1/91,73.13863636
9/1/91,70.304
10/1/91,69.49826087
11/1/91,67.98
12/1/91,68.03952381
1/1/92,76.94136364
2/1/92,78.00421053
3/1/92,77.765
4/1/92,76.09952381
5/1/92,77.2465
6/1/92,76.61181818
7/1/92,76.86090909
8/1/92,75.32
9/1/92,76.61047619
10/1/92,76.10590909
11/1/92,79.203
12/1/92,84.45818182
1/1/93,84.985
2/1/93,84.87315789
3/1/93,87.4426087
4/1/93,92.16380952
5/1/93,92.5115
6/1/93,94.35545455
7/1/93,97.61666667
8/1/93,98.45363636
9/1/93,96.86142857
10/1/93,96.68238095
11/1/93,96.2352381
12/1/93,102.8495455
1/1/94,106.242381
2/1/94,107.5642105
3/1/94,104.1113043
4/1/94,97.26789474
5/1/94,70.63047619
6/1/94,47.89409091
7/1/94,48.034
8/1/94,48.99173913
9/1/94,49.66285714
10/1/94,48.54380952
11/1/94,48.13333333
12/1/94,48.5747619
1/1/95,51.06190476
2/1/95,52.99
3/1/95,54.12173913
4/1/95,54.98947368
5/1/95,57.26318182
6/1/95,57.15545455
7/1/95,58.841
8/1/95,58.20304348
9/1/95,61.2835
10/1/95,63.22772727
11/1/95,65.29666667
12/1/95,70.892
1/1/96,72.83954545
2/1/96,78.1795
3/1/96,77.06952381
4/1/96,78.40904762
5/1/96,79.97590909
6/1/96,85.785
7/1/96,83.15090909
8/1/96,85.03181818
9/1/96,87.2105
10/1/96,94.35608696
11/1/96,101.6545
12/1/96,99.9147619
1/1/97,102.4804545
2/1/97,105.5173684
3/1/97,103.6415
4/1/97,102.9018182
5/1/97,78.68047619
6/1/97,64.42142857
7/1/97,70.73727273
8/1/97,66.37047619
9/1/97,67.62952381
10/1/97,68.54173913
11/1/97,69.56473684
12/1/97,73.55272727
1/1/98,74.528
2/1/98,77.51157895
3/1/98,79.76272727
4/1/98,85.84380952
5/1/98,84.0585
6/1/98,85.91681818
7/1/98,92.82863636
8/1/98,88.5952381
9/1/98,80.26095238
10/1/98,79.99318182
11/1/98,90.1985
12/1/98,93.94954545
1/1/99,100.58
2/1/99,100.2957895
3/1/99,106.7904348
4/1/99,112.2238095
5/1/99,106.5215
6/1/99,104.5077273
7/1/99,115.362381
8/1/99,110.6736364
9/1/99,117.9842857
10/1/99,122.1952381
11/1/99,135.2428571
12/1/99,147.885
1/1/00,146.463
2/1/00,133.807
3/1/00,141.7026087
4/1/00,156.8436842
5/1/00,75.75363636
6/1/00,50.72181818
7/1/00,52.673
8/1/00,55.92304348
9/1/00,58.2015
10/1/00,55.74636364
11/1/00,52.04238095
12/1/00,51.045
1/1/01,46.37047619
2/1/01,47.05789474
3/1/01,42.32590909
4/1/01,44.876
5/1/01,50.26136364
6/1/01,49.02142857
7/1/01,46.24619048
8/1/01,41.73913043
9/1/01,36.29666667
10/1/01,37.64434783
11/1/01,39.99857143
12/1/01,38.9265
1/1/02,38.75190476
2/1/02,37.46789474
3/1/02,39.5825
4/1/02,34.595
5/1/02,31.80909091
6/1/02,29.767
7/1/02,27.98954545
8/1/02,31.41727273
9/1/02,27.533
10/1/02,25.30695652
11/1/02,25.388
12/1/02,25.84666667
1/1/03,24.64761905
2/1/03,23.06578947
3/1/03,25.17238095
4/1/03,28.06
5/1/03,28.43714286
6/1/03,30.02619048
7/1/03,28.18272727
8/1/03,28.91571429
9/1/03,31.0652381
10/1/03,29.40695652
11/1/03,28.59421053
12/1/03,30.18045455
1/1/04,32.674
2/1/04,33.10578947
3/1/04,31.03391304
4/1/04,30.92714286
5/1/04,30.382
6/1/04,31.96
7/1/04,32.67190476
8/1/04,32.375
9/1/04,33.52238095
10/1/04,33.70571429
11/1/04,35.49238095
12/1/04,36.44545455
1/1/05,35.799
2/1/05,35.94368421
3/1/05,35.78636364
4/1/05,35.8647619
5/1/05,36.38428571
6/1/05,36.14363636
7/1/05,34.9785
8/1/05,33.94086957
9/1/05,33.79047619
10/1/05,33.83190476
11/1/05,34.83047619
12/1/05,35.59238095
1/1/06,34.445
2/1/06,33.09684211
3/1/06,33.74565217
4/1/06,34.16736842
5/1/06,34.45272727
6/1/06,33.825
7/1/06,32.851
8/1/06,33.29
9/1/06,34.566
10/1/06,35.68090909
11/1/06,35.46619048
12/1/06,36.4925
1/1/07,37.206
2/1/07,35.84789474
3/1/07,34.90818182
4/1/07,35.3315
5/1/07,37.16272727
6/1/07,37.89952381
7/1/07,39.39809524
8/1/07,38.5673913
9/1/07,40.21736842
10/1/07,41.03391304
11/1/07,38.76809524
12/1/07,37.1505
1/1/08,35.18380952
2/1/08,34.3755
3/1/08,34.8015
4/1/08,34.34954545
5/1/08,32.0747619
6/1/08,29.0052381
7/1/08,27.88454545
8/1/08,28.9247619
9/1/08,26.36047619
10/1/08,20.36130435
11/1/08,17.07473684
12/1/08,16.88454545
1/1/09,14.472
2/1/09,10.79
3/1/09,9.293636364
4/1/09,11.55666667
5/1/09,13.4735
6/1/09,12.83272727
7/1/09,11.76181818
8/1/09,14.02333333
9/1/09,15.59190476
10/1/09,15.79772727
11/1/09,15.508
12/1/09,15.75454545
