Date,StockPrice
4/1/82,85.67047619
5/1/82,85.185
6/1/82,83.65681818
7/1/82,85.15190476
8/1/82,88.25272727
9/1/82,97.66333333
10/1/82,108.2661905
11/1/82,111.9142857
12/1/82,117.4181818
1/1/83,111.4385714
2/1/83,97.25578947
3/1/83,58.3226087
4/1/83,61.3585
5/1/83,56.99047619
6/1/83,54.42181818
7/1/83,54.2865
8/1/83,52.53565217
9/1/83,55.79380952
10/1/83,57.94285714
11/1/83,56.88285714
12/1/83,57.2047619
1/1/84,54.12761905
2/1/84,48.3575
3/1/84,47.30363636
4/1/84,47.908
5/1/84,48.17818182
6/1/84,51.3947619
7/1/84,52.87142857
8/1/84,55.36565217
9/1/84,55.44157895
10/1/84,55.69304348
11/1/84,58.18666667
12/1/84,57.8765
1/1/85,56.29136364
2/1/85,56.28578947
3/1/85,56.2947619
4/1/85,53.04952381
5/1/85,52.26954545
6/1/85,54.2155
7/1/85,57.66181818
8/1/85,57.71863636
9/1/85,57.24526316
10/1/85,58.28956522
11/1/85,66.0045
12/1/85,69.15238095
1/1/86,66.72545455
2/1/86,66.48473684
3/1/86,71.911
4/1/86,74.88954545
5/1/86,74.13
6/1/86,76.77142857
7/1/86,76.45818182
8/1/86,77.90238095
9/1/86,72.43857143
10/1/86,71.42173913
11/1/86,75.84736842
12/1/86,78.64045455
1/1/87,83.15333333
2/1/87,86.74894737
3/1/87,91.33318182
4/1/87,90.12952381
5/1/87,89.4545
6/1/87,96.11227273
7/1/87,94.01
8/1/87,98.6952381
9/1/87,98.42142857
10/1/87,89.60181818
11/1/87,85.662
12/1/87,84.22045455
1/1/88,84.923
2/1/88,82.9235
3/1/88,80.63434783
4/1/88,78.8425
5/1/88,74.32619048
6/1/88,77.25409091
7/1/88,74.729
8/1/88,73.83565217
9/1/88,78.2547619
10/1/88,81.58095238
11/1/88,81.41
12/1/88,84.53952381
1/1/89,87.78428571
2/1/89,90.36578947
3/1/89,89.90227273
4/1/89,93.029
5/1/89,99.22
6/1/89,108.4309091
7/1/89,114.573
8/1/89,123.6673913
9/1/89,122.5985
10/1/89,127.2845455
11/1/89,103.802381
12/1/89,67.067
1/1/90,67.56727273
2/1/90,64.75631579
3/1/90,65.68636364
4/1/90,69.479
5/1/90,75.83318182
6/1/90,82.99761905
7/1/90,88.24238095
8/1/90,78.4173913
9/1/90,75.43157895
10/1/90,77.50956522
11/1/90,80.93761905
12/1/90,85.5475
1/1/91,80.96363636
2/1/91,82.43210526
3/1/91,84.21
4/1/91,85.54954545
5/1/91,82.92318182
6/1/91,81.935
7/1/91,79.53681818
8/1/91,82.06090909
9/1/91,83.5275
10/1/91,82.94304348
11/1/91,82.379
12/1/91,85.0452381
1/1/92,94.92409091
2/1/92,100.9
3/1/92,100.0268182
4/1/92,101.1280952
5/1/92,103.2545
6/1/92,71.93818182
7/1/92,49.30954545
8/1/92,48.75809524
9/1/92,48.12714286
10/1/92,50.76909091
11/1/92,53.628
12/1/92,53.70045455
1/1/93,50.7015
2/1/93,50.73894737
3/1/93,52.18086957
4/1/93,47.97904762
5/1/93,49.2835
6/1/93,49.07045455
7/1/93,50.78761905
8/1/93,47.71318182
9/1/93,47.88333333
10/1/93,50.93095238
11/1/93,55.03190476
12/1/93,56.91181818
1/1/94,57.91428571
2/1/94,58.23842105
3/1/94,55.95956522
4/1/94,54.62105263
5/1/94,55.28809524
6/1/94,55.91727273
7/1/94,54.2455
8/1/94,56.29130435
9/1/94,59.49619048
10/1/94,61.7052381
11/1/94,62.74095238
12/1/94,62.03142857
1/1/95,62.28238095
2/1/95,65.62263158
3/1/95,67.64956522
4/1/95,68.11578947
5/1/95,69.79272727
6/1/95,71.88363636
7/1/95,69.411
8/1/95,68.54130435
9/1/95,73.517
10/1/95,80.28818182
11/1/95,84.74190476
12/1/95,85.0535
1/1/96,86.19045455
2/1/96,84.4605
3/1/96,85.86714286
4/1/96,84.61714286
5/1/96,86.52136364
6/1/96,90.1225
7/1/96,87.04227273
8/1/96,89.77636364
9/1/96,91.8365
10/1/96,96.88913043
11/1/96,105.772
12/1/96,106.4680952
1/1/97,110.2186364
2/1/97,122.3542105
3/1/97,122.0165
4/1/97,120.5090909
5/1/97,132.152381
6/1/97,138.0342857
7/1/97,149.62
8/1/97,141.997619
9/1/97,114.0552381
10/1/97,70.84652174
11/1/97,73.39736842
12/1/97,79.53272727
1/1/98,80.177
2/1/98,82.48
3/1/98,84.14863636
4/1/98,84.96809524
5/1/98,82.8665
6/1/98,87.59636364
7/1/98,90.02681818
8/1/98,79.63809524
9/1/98,72.51714286
10/1/98,80.36
11/1/98,89.7965
12/1/98,88.85954545
1/1/99,87.47842105
2/1/99,88.93789474
3/1/99,93.64217391
4/1/99,97.20285714
5/1/99,93.08
6/1/99,89.36227273
7/1/99,87.87
8/1/99,95.02681818
9/1/99,99.70666667
10/1/99,97.59666667
11/1/99,108.2480952
12/1/99,110.0363636
1/1/00,108.801
2/1/00,93.78
3/1/00,62.88173913
4/1/00,64.64210526
5/1/00,63.4
6/1/00,57.81318182
7/1/00,57.26
8/1/00,60.3373913
9/1/00,62.613
10/1/00,72.39636364
11/1/00,71.77857143
12/1/00,73.2735
1/1/01,72.12904762
2/1/01,74.21578947
3/1/01,65.90318182
4/1/01,59.303
5/1/01,65.02954545
6/1/01,63.82428571
7/1/01,67.77095238
8/1/01,73.16695652
9/1/01,73.01466667
10/1/01,71.96521739
11/1/01,77.24380952
12/1/01,78.9125
1/1/02,78.61619048
2/1/02,83.59631579
3/1/02,86.8895
4/1/02,89.99227273
5/1/02,91.51954545
6/1/02,91.3795
7/1/02,84.48
8/1/02,89.52727273
9/1/02,90.29
10/1/02,89.8273913
11/1/02,86.674
12/1/02,86.52761905
1/1/03,85.82238095
2/1/03,83.96736842
3/1/03,84.35380952
4/1/03,89.52714286
5/1/03,89.71190476
6/1/03,91.19714286
7/1/03,89.01227273
8/1/03,88.14
9/1/03,91.33904762
10/1/03,95.47521739
11/1/03,96.37684211
12/1/03,97.575
1/1/04,99.2035
2/1/04,102.4089474
3/1/04,103.4578261
4/1/04,105.6595238
5/1/04,106.4405
6/1/04,88.9552381
7/1/04,54.26666667
8/1/04,54.36681818
9/1/04,55.39857143
10/1/04,53.32095238
11/1/04,53.52904762
12/1/04,55.435
1/1/05,55.364
2/1/05,52.99473684
3/1/05,53.07545455
4/1/05,54.2352381
5/1/05,55.3747619
6/1/05,54.46772727
7/1/05,54.2145
8/1/05,54.62086957
9/1/05,56.29047619
10/1/05,56.09190476
11/1/05,56.51
12/1/05,57.9647619
1/1/06,58.592
2/1/06,60.15736842
3/1/06,59.46521739
4/1/06,56.97894737
5/1/06,55.67636364
6/1/06,54.90454545
7/1/06,56.3785
8/1/06,59.99
9/1/06,61.5755
10/1/06,62.54409091
11/1/06,63.38142857
12/1/06,63.802
1/1/07,64.69
2/1/07,64.60842105
3/1/07,62.66454545
4/1/07,63.3515
5/1/07,62.69545455
6/1/07,62.27142857
7/1/07,62.14333333
8/1/07,64.35478261
9/1/07,67.69947368
10/1/07,70.88956522
11/1/07,71.67857143
12/1/07,73.906
1/1/08,68.90285714
2/1/08,66.2765
3/1/08,67.6295
4/1/08,68.975
5/1/08,65.95047619
6/1/08,64.94142857
7/1/08,63.73227273
8/1/08,69.23666667
9/1/08,70.39857143
10/1/08,63.4773913
11/1/08,63.52684211
12/1/08,60.71681818
1/1/09,58.8715
2/1/09,51.47157895
3/1/09,46.88454545
4/1/09,49.44761905
5/1/09,51.6755
6/1/09,51.90045455
7/1/09,54.04545455
8/1/09,53.09809524
9/1/09,55.7647619
10/1/09,57.51818182
11/1/09,61.297
12/1/09,62.05272727
