Date,StockPrice
11/1/92,65.4915
12/1/92,58.20090909
1/1/93,48.92
2/1/93,51.71842105
3/1/93,54.08956522
4/1/93,50.10952381
5/1/93,49.184
6/1/93,51.235
7/1/93,45.91380952
8/1/93,43.395
9/1/93,43.57285714
10/1/93,44.25238095
11/1/93,51.60809524
12/1/93,56.42227273
1/1/94,57.90142857
2/1/94,54.14105263
3/1/94,55.25782609
4/1/94,54.60105263
5/1/94,59.66333333
6/1/94,62.03636364
7/1/94,58.62
8/1/94,65.42304348
9/1/94,68.73571429
10/1/94,72.40809524
11/1/94,72.43857143
12/1/94,71.56238095
1/1/95,74.84904762
2/1/95,74.58947368
3/1/95,81.32347826
4/1/95,87.90473684
5/1/95,94.24818182
6/1/95,94.00272727
7/1/95,103.435
8/1/95,108.2469565
9/1/95,96.5735
10/1/95,95.15727273
11/1/95,96.9747619
12/1/95,93.3915
1/1/96,94.42363636
2/1/96,116.91
3/1/96,116.3066667
4/1/96,112.2061905
5/1/96,108.3509091
6/1/96,101.96
7/1/96,97.75363636
8/1/96,111.2986364
9/1/96,120.3235
10/1/96,127.3256522
11/1/96,142.128
12/1/96,156.532381
1/1/97,159.4913636
2/1/97,146.5552632
3/1/97,141.6775
4/1/97,139.3427273
5/1/97,157.757619
6/1/97,88.29285714
7/1/97,99.11181818
8/1/97,104.7247619
9/1/97,101.5138095
10/1/97,101.916087
11/1/97,102.2484211
12/1/97,105.4022727
1/1/98,101.605
2/1/98,101.5305263
3/1/98,101.4672727
4/1/98,109.85
5/1/98,120.755
6/1/98,113.9954545
7/1/98,121.3290909
8/1/98,128.2138095
9/1/98,126.1661905
10/1/98,133.7590909
11/1/98,156.8585
12/1/98,172.4331818
1/1/99,186.3426316
2/1/99,173.2078947
3/1/99,175.42
4/1/99,187.6228571
5/1/99,213.9635
6/1/99,119.0454545
7/1/99,131.0266667
8/1/99,123.4077273
9/1/99,128.4766667
10/1/99,107.3861905
11/1/99,98.30285714
12/1/99,110.1840909
1/1/00,117.5085
2/1/00,113.8865
3/1/00,111.4091304
4/1/00,114.2457895
5/1/00,107.55
6/1/00,114.2681818
7/1/00,107.6085
8/1/00,120.91
9/1/00,125.4525
10/1/00,104.1977273
11/1/00,99.2847619
12/1/00,91.6465
1/1/01,100.7671429
2/1/01,111.1931579
3/1/01,97.36636364
4/1/01,103.9905
5/1/01,115.7813636
6/1/01,114.6895238
7/1/01,106.7171429
8/1/01,105.093913
9/1/01,95.13866667
10/1/01,101.4008696
11/1/01,113.4490476
12/1/01,120.651
1/1/02,116.4833333
2/1/02,103.1942105
3/1/02,105.2465
4/1/02,90.54090909
5/1/02,82.61863636
6/1/02,74.7185
7/1/02,69.92727273
8/1/02,74.62363636
9/1/02,68.955
10/1/02,67.20043478
11/1/02,81.2335
12/1/02,80.75428571
1/1/03,82.56190476
2/1/03,77.99052632
3/1/03,79.25761905
4/1/03,82.2352381
5/1/03,87.07142857
6/1/03,83.94333333
7/1/03,83.82318182
8/1/03,81.68952381
9/1/03,88.89095238
10/1/03,90.31521739
11/1/03,89.49842105
12/1/03,92.12318182
1/1/04,94.9625
2/1/04,98.47315789
3/1/04,93.58956522
4/1/04,92.04285714
5/1/04,87.552
6/1/04,89.42
7/1/04,85.64095238
8/1/04,84.57545455
9/1/04,85.18857143
10/1/04,87.29190476
11/1/04,93.58952381
12/1/04,96.87590909
1/1/05,94.5615
2/1/05,93.34947368
3/1/05,91.30772727
4/1/05,81.76047619
5/1/05,75.62095238
6/1/05,75.60636364
7/1/05,80.8735
8/1/05,82.13217391
9/1/05,79.58857143
10/1/05,82.06333333
11/1/05,85.24380952
12/1/05,85.13761905
1/1/06,82.4975
2/1/06,80.53
3/1/06,81.98217391
4/1/06,82.47263158
5/1/06,81.54818182
6/1/06,78.02863636
7/1/06,75.914
8/1/06,77.82521739
9/1/06,81.5885
10/1/06,86.80227273
11/1/06,92.32666667
12/1/06,94.7905
1/1/07,98.0605
2/1/07,98.51947368
3/1/07,93.60818182
4/1/07,96.5505
5/1/07,104.7154545
6/1/07,104.7652381
7/1/07,111.2733333
8/1/07,111.9713043
9/1/07,116.5263158
10/1/07,115.9817391
11/1/07,106.6747619
12/1/07,108.362
1/1/08,102.8890476
2/1/08,107.4805
3/1/08,115.6985
4/1/08,119.5490909
5/1/08,125.0914286
6/1/08,124.9171429
7/1/08,124.4472727
8/1/08,125.5242857
9/1/08,116.9995238
10/1/08,92.73652174
11/1/08,82.72842105
12/1/08,81.85909091
1/1/09,87.5965
2/1/09,91.11315789
3/1/09,91.44136364
4/1/09,100.2495238
5/1/09,103.456
6/1/09,106.8009091
7/1/09,109.4368182
8/1/09,118.4309524
9/1/09,119.0557143
10/1/09,122.2395455
11/1/09,125.2735
12/1/09,128.8963636
