Date,StockPrice
8/1/85,71.78727273
9/1/85,69.51684211
10/1/85,70.62826087
11/1/85,77.81
12/1/85,84.75380952
1/1/86,81.23181818
2/1/86,87.72789474
3/1/86,102.1925
4/1/86,108.3272727
5/1/86,109.7661905
6/1/86,116.6990476
7/1/86,41.12181818
8/1/86,38.56190476
9/1/86,35.00809524
10/1/86,36.5026087
11/1/86,36.43736842
12/1/86,38.29772727
1/1/87,40.24571429
2/1/87,43.62736842
3/1/87,46.53136364
4/1/87,44.35238095
5/1/87,40.989
6/1/87,44.28090909
7/1/87,45.34909091
8/1/87,49.92428571
9/1/87,49.27
10/1/87,42.80818182
11/1/87,39.233
12/1/87,38.59272727
1/1/88,38.077
2/1/88,36.9655
3/1/88,38.68695652
4/1/88,38.2835
5/1/88,36.79333333
6/1/88,38.30954545
7/1/88,37.5655
8/1/88,38.52347826
9/1/88,42.16952381
10/1/88,43.10952381
11/1/88,42.4247619
12/1/88,44.1447619
1/1/89,44.95428571
2/1/89,47.36368421
3/1/89,49.84272727
4/1/89,52.6835
5/1/89,56.33681818
6/1/89,57.51454545
7/1/89,59.846
8/1/89,66.63347826
9/1/89,63.938
10/1/89,69.75318182
11/1/89,74.57571429
12/1/89,77.848
1/1/90,73.17954545
2/1/90,68.70210526
3/1/90,72.85
4/1/90,77.8605
5/1/90,57.76136364
6/1/90,44.65714286
7/1/90,45.52571429
8/1/90,42.65956522
9/1/90,40.67315789
10/1/90,42.78
11/1/90,45.2352381
12/1/90,47.4335
1/1/91,46.19545455
2/1/91,51.27894737
3/1/91,53.152
4/1/91,54.12681818
5/1/91,55.11
6/1/91,55.4275
7/1/91,57.37772727
8/1/91,63.54045455
9/1/91,64.636
10/1/91,63.8873913
11/1/91,67.1155
12/1/91,74.47380952
1/1/92,77.19090909
2/1/92,78.63526316
3/1/92,81.32636364
4/1/92,81.66952381
5/1/92,57.7075
6/1/92,41.86045455
7/1/92,41.39363636
8/1/92,42.92571429
9/1/92,43.24142857
10/1/92,39.58727273
11/1/92,40.8585
12/1/92,41.24636364
1/1/93,41.702
2/1/93,41.43631579
3/1/93,42.58434783
4/1/93,39.74714286
5/1/93,40.128
6/1/93,41.68954545
7/1/93,43.70428571
8/1/93,43.07
9/1/93,43.12095238
10/1/93,42.68238095
11/1/93,41.88904762
12/1/93,43.50136364
1/1/94,42.21714286
2/1/94,41.36315789
3/1/94,41.63391304
4/1/94,40.31842105
5/1/94,40.54952381
6/1/94,40.65045455
7/1/94,42.2775
8/1/94,45.21
9/1/94,47.49047619
10/1/94,49.82952381
11/1/94,51.28809524
12/1/94,51.29380952
1/1/95,50.69952381
2/1/95,53.24578947
3/1/95,56.76391304
4/1/95,58.02947368
5/1/95,59.11636364
6/1/95,62.29045455
7/1/95,64.718
8/1/95,64.99913043
9/1/95,66.6735
10/1/95,71.28136364
11/1/95,73.56333333
12/1/95,76.787
1/1/96,74.12727273
2/1/96,79.7545
3/1/96,82.7952381
4/1/96,81.37285714
5/1/96,58.665
6/1/96,47.0835
7/1/96,47.25818182
8/1/96,50.21863636
9/1/96,51.5235
10/1/96,49.75217391
11/1/96,51.595
12/1/96,50.50904762
1/1/97,55.82136364
2/1/97,60.27789474
3/1/97,59.978
4/1/97,58.07590909
5/1/97,66.40333333
6/1/97,69.57761905
7/1/97,69.73590909
8/1/97,62.48857143
9/1/97,59.30619048
10/1/97,59.79652174
11/1/97,59.39894737
12/1/97,65.05909091
1/1/98,65.2055
2/1/98,68.10105263
3/1/98,72.87681818
4/1/98,76.71619048
5/1/98,77.4175
6/1/98,81.28818182
7/1/98,85.33409091
8/1/98,78.93
9/1/98,60.9752381
10/1/98,65.04727273
11/1/98,71.6205
12/1/98,67.29136364
1/1/99,65.17684211
2/1/99,63.85684211
3/1/99,65.22869565
4/1/99,64.09
5/1/99,67.7895
6/1/99,64.94636364
7/1/99,63.03714286
8/1/99,59.94954545
9/1/99,54.28380952
10/1/99,52.27857143
11/1/99,60.49190476
12/1/99,61.45272727
1/1/00,61.1445
2/1/00,54.0765
3/1/00,47.53565217
4/1/00,48.21578947
5/1/00,50.20545455
6/1/00,54.64318182
7/1/00,58.812
8/1/00,59.94652174
9/1/00,53.2515
10/1/00,57.45
11/1/00,60.25095238
12/1/00,59.163
1/1/01,57.94
2/1/01,57.32578947
3/1/01,48.39818182
4/1/01,45.7975
5/1/01,47.23227273
6/1/01,45.29952381
7/1/01,45.41047619
8/1/01,46.76043478
9/1/01,48.53333333
10/1/01,46.54478261
11/1/01,48.73095238
12/1/01,46.835
1/1/02,45.18
2/1/02,46.04526316
3/1/02,48.9335
4/1/02,53.40454545
5/1/02,56.24454545
6/1/02,54.8465
7/1/02,51.17181818
8/1/02,50.93363636
9/1/02,49.179
10/1/02,48.99130435
11/1/02,45.623
12/1/02,44.90571429
1/1/03,43.90761905
2/1/03,40.20157895
3/1/03,39.65857143
4/1/03,41.0147619
5/1/03,43.44190476
6/1/03,46.67190476
7/1/03,44.91136364
8/1/03,44.36809524
9/1/03,43.6647619
10/1/03,44.8326087
11/1/03,46.53421053
12/1/03,48.82136364
1/1/04,49.8075
2/1/04,50.48736842
3/1/04,49.03130435
4/1/04,51.05238095
5/1/04,50.168
6/1/04,51.35047619
7/1/04,48.78714286
8/1/04,44.115
9/1/04,41.94571429
10/1/04,39.87095238
11/1/04,40.5
12/1/04,40.90045455
1/1/05,41.1955
2/1/05,42.61368421
3/1/05,42.36954545
4/1/05,42.17428571
5/1/05,44.38857143
6/1/05,43.63772727
7/1/05,43.113
8/1/05,43.87086957
9/1/05,43.34619048
10/1/05,42.32619048
11/1/05,42.53
12/1/05,41.5447619
1/1/06,41.1545
2/1/06,41.50315789
3/1/06,42.32782609
4/1/06,41.65368421
5/1/06,43.31272727
6/1/06,43.17090909
7/1/06,43.6735
8/1/06,44.26391304
9/1/06,44.559
10/1/06,45.22727273
11/1/06,46.70142857
12/1/06,48.4165
1/1/07,48.271
2/1/07,47.82578947
3/1/07,47.31045455
4/1/07,50.618
5/1/07,52.48818182
6/1/07,51.88047619
7/1/07,53.03285714
8/1/07,54.02304348
9/1/07,55.70263158
10/1/07,58.89782609
11/1/07,61.71761905
12/1/07,62.8885
1/1/08,61.42047619
2/1/08,58.908
3/1/08,59.5635
4/1/08,60.37909091
5/1/08,57.53380952
6/1/08,55.09952381
7/1/08,51.22818182
8/1/08,54.17380952
9/1/08,52.60952381
10/1/08,46.4573913
11/1/08,44.58526316
12/1/08,45.02363636
1/1/09,43.919
2/1/09,42.65368421
3/1/09,41.515
4/1/09,44.14285714
5/1/09,44.8245
6/1/09,48.64590909
7/1/09,49.36045455
8/1/09,49.15095238
9/1/09,51.58857143
10/1/09,54.09
11/1/09,55.908
12/1/09,57.79090909
