"grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,929,462.88
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,1,0,929,377.8
10,0,"White",1,0,1,NA,0,1,NA,1,1,1,1,1,1,0,290,10,1,1,0,929,439.28
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,929,473.28
10,0,"More than one race",1,1,1,0,1,1,0,0,1,1,1,1,1,1,300,25,1,1,0,929,595.62
10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,315,22,1,1,1,2004,409.02
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,24,1,1,1,2004,550.58
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,23,1,1,1,2004,606.43
10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,30,1,1,1,2004,428.7
10,0,"Asian",1,1,1,0,1,1,0,1,1,0,0,1,1,0,250,24,1,1,1,2004,561.62
10,0,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,10,1,1,1,2004,372.4
10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,275,20,1,1,1,2004,623.67
10,1,"Hispanic",1,0,1,0,0,1,0,1,1,0,0,1,1,0,225,30,1,1,1,2004,475.92
10,0,"Hispanic",0,0,0,0,0,1,NA,1,1,1,0,1,1,0,250,35,1,1,1,2004,443.1
10,0,"White",1,1,1,0,0,0,0,0,1,1,1,1,1,0,250,28,1,1,1,2004,541.76
11,0,"Hispanic",1,0,1,1,1,0,NA,0,1,0,0,1,1,0,280,25,1,1,1,3592,441.75
10,0,"Hispanic",1,1,0,0,0,0,0,0,1,0,0,0,1,0,250,30,1,1,1,3592,336.65
10,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,300,30,1,1,1,3592,694.46
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,300,50,NA,1,1,3592,483.77
10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,275,45,1,1,1,3592,534.04
10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,290,35,1,1,1,3592,545.5
11,0,"Hispanic",0,0,1,NA,0,1,NA,1,1,0,0,1,1,1,NA,20,1,1,1,3592,461.53
10,1,"White",1,1,1,0,0,1,0,1,1,0,1,1,1,0,300,28,1,1,1,3592,514.56
11,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,200,30,1,1,1,2640,498.31
11,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,0,170,26,1,1,1,2640,514.64
10,1,"Hispanic",1,0,1,0,0,0,0,1,1,0,0,1,1,0,200,19,1,1,1,2640,414.51
11,0,"White",1,1,1,NA,1,1,1,1,1,1,1,1,1,1,225,20,1,1,1,2640,602.85
11,0,"Hispanic",1,1,1,NA,1,1,NA,0,1,1,1,1,1,1,45,25,1,1,1,2640,414.18
11,1,"Black",1,1,1,0,1,1,0,1,1,0,1,1,1,0,225,16,1,1,1,2640,356.23
10,0,"More than one race",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,NA,NA,1,1,1,2640,231.71
11,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,225,20,1,1,1,2640,510.78
10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,195,27,1,1,1,2640,516.26
11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,24,1,1,0,1680,555.45
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,25,1,1,0,1680,624.94
10,1,"Black",1,1,1,1,1,1,1,1,1,0,1,1,1,0,270,20,1,1,0,1680,456.36
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1680,662.27
10,0,"Black",1,1,1,1,1,1,1,1,1,1,0,1,1,1,270,17,1,1,0,1680,626.92
10,0,"White",1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1000,20,1,1,0,149,558.29
11,0,"White",1,1,0,0,0,1,0,1,1,1,1,1,0,1,250,15,1,1,0,149,547.64
10,0,"White",0,1,1,1,1,1,0,0,1,1,1,1,0,1,225,24,1,1,0,149,639
10,1,"White",1,0,1,1,1,1,NA,1,1,1,0,1,1,0,225,20,1,1,0,149,525.39
10,0,"White",1,1,1,0,1,1,0,NA,1,1,1,1,1,0,250,35,1,1,0,149,567.98
10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,18,1,1,0,149,450.09
9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,6,1,1,0,149,413.07
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,40,0,1,0,149,593.16
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,30,1,1,0,149,510.78
10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,0,1,0,240,16,1,1,0,247,526.91
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,220,20,1,1,0,247,521.78
10,1,"Hispanic",1,0,1,0,0,1,0,1,1,1,1,1,1,0,225,15,1,1,0,247,589.52
10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,0,240,9,1,1,0,247,552.17
9,0,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,275,40,1,1,0,247,581.8
10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,240,15,1,1,0,247,691.67
10,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,240,10,1,1,0,247,609.24
11,0,"Hispanic",1,1,0,0,0,1,1,1,1,1,1,1,0,1,250,31,1,1,1,1574,527.15
10,0,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,1,1,1,225,25,1,1,1,1574,433.72
10,1,"Hispanic",1,0,0,0,0,0,0,1,1,0,0,0,0,0,225,30,1,1,1,1574,490.67
9,1,"Hispanic",1,0,1,0,0,NA,0,0,1,NA,NA,NA,1,0,450,NA,1,1,1,1574,444.18
10,0,"Black",1,1,1,1,0,1,0,0,1,1,1,1,1,0,225,28,1,1,1,1574,486.07
10,1,"Hispanic",0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,30,1,1,1,1574,423.09
9,1,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,1,1,1,225,28,1,1,1,1574,344.13
10,0,"Hispanic",1,1,0,0,1,NA,NA,NA,1,0,0,0,1,0,230,30,1,1,1,1574,575.68
10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,200,20,1,1,0,NA,592.33
10,1,"Hispanic",1,0,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,NA,476
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,210,20,1,1,0,NA,443.62
11,0,"White",1,1,0,0,1,0,0,1,1,1,1,1,1,0,200,30,1,1,0,NA,397.18
10,0,"White",0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,210,8,NA,1,0,NA,501.01
11,1,"More than one race",1,1,1,0,1,1,0,0,1,1,0,1,1,0,215,17,1,1,0,NA,639.78
10,1,"Hispanic",0,1,0,0,0,1,0,1,1,0,0,0,0,0,350,21,1,1,0,1101,460.13
10,0,"Hispanic",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,150,16,1,1,0,1101,318.3
9,0,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,30,NA,1,1,0,1101,312.74
11,0,"Hispanic",1,0,0,0,1,NA,NA,NA,1,0,0,1,0,0,70,NA,1,1,0,1101,414.5
9,1,"White",1,0,1,0,0,1,1,1,1,1,1,1,1,0,NA,20,1,1,0,1101,379.16
9,0,"More than one race",0,1,0,0,1,0,0,1,1,1,1,1,1,0,350,25,1,1,0,1101,378.04
11,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,1,525,25,1,1,0,1101,669.34
9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,1,1,0,1101,298.83
10,1,"Hispanic",0,0,1,0,0,1,0,1,0,0,0,0,1,1,300,25,1,1,0,1101,573.17
9,0,"Hispanic",1,1,0,0,0,0,0,0,1,0,0,0,1,0,375,28,1,1,0,1101,412.91
10,1,"White",0,0,1,NA,1,1,0,1,1,1,1,1,1,0,350,NA,1,1,0,1101,394.55
9,0,"Hispanic",0,1,0,0,1,0,0,1,1,1,1,1,1,1,NA,25,1,1,0,1101,399.01
11,0,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,1,300,25,1,1,1,2144,610.8
10,1,"Hispanic",1,1,1,0,0,0,0,1,1,0,0,0,1,0,280,30,0,1,1,2144,538.13
10,0,"Black",1,1,1,0,0,1,1,0,1,1,1,1,1,1,55,30,1,1,1,2144,514.59
10,0,"Asian",1,1,1,1,1,1,NA,1,0,0,0,0,1,0,295,30,1,1,1,2144,484.57
10,1,"American Indian/Alaska Native",1,0,1,0,1,0,0,0,1,1,1,1,0,0,225,24,1,1,1,2144,417.64
10,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,0,250,30,1,1,1,2144,459.94
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,20,1,1,0,1848,613.02
10,1,"Black",1,1,1,0,1,1,0,NA,1,1,1,1,1,0,250,30,1,1,0,1848,498.93
9,0,"White",1,0,0,0,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,1,0,1848,335.14
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,1848,551.14
10,1,"White",0,1,0,0,0,0,0,1,1,1,1,1,0,0,225,30,1,1,0,1848,537.89
11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,1848,604.67
10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,1848,510.14
10,1,"White",0,0,1,1,1,1,0,1,1,1,1,1,0,0,225,20,1,1,0,1848,480.97
9,0,"White",1,1,1,0,1,1,NA,1,1,NA,1,1,1,0,225,26,1,1,0,1848,462.96
10,1,"Black",1,1,1,0,0,1,0,NA,1,1,1,1,1,0,225,29,1,1,0,1848,538.85
9,1,"Hispanic",1,0,1,0,0,1,0,1,1,1,1,1,1,0,NA,29,1,1,0,1848,499.09
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,23,1,1,0,361,538.43
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,1,1,0,361,394.95
10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,1,1,0,1200,25,1,1,0,361,458.03
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,NA,1,1,0,361,566.39
11,0,"Black",1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,28,1,1,0,361,497.43
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,26,1,1,0,361,465.34
10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,900,22,1,1,0,361,462.21
9,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,NA,1,1,0,361,337.71
11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,25,1,1,0,361,499.66
10,0,"Black",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,450,20,1,1,0,361,556.94
10,1,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,500,30,1,1,0,361,503.66
11,1,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,1,300,27,1,1,0,361,554.01
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,1,1,0,361,548.31
10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,600,30,1,1,0,361,551.29
11,1,"Black",1,1,1,0,1,1,0,0,1,0,0,1,1,0,225,20,1,1,0,361,541.02
11,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,NA,1,1,0,361,372
10,1,"Black",NA,1,1,1,1,1,1,0,1,1,1,1,1,0,NA,18,NA,1,0,868,332.9
11,1,"Black",0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,868,412.59
10,1,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,1,350,23,1,1,0,868,406.5
10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,868,500.53
10,1,"Black",1,1,1,NA,1,1,NA,1,1,1,1,1,0,0,250,22,1,1,0,868,465.58
10,0,"Black",1,0,1,0,1,1,0,0,1,1,1,1,1,1,50,27,1,1,0,868,399.72
10,1,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,NA,NA,1,0,868,408.9
10,1,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,275,25,1,1,0,868,576.37
11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,20,1,1,0,868,440.73
10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,225,27,1,1,0,868,535.57
11,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,16,1,1,0,868,417.28
10,1,"Black",1,1,NA,NA,1,NA,NA,NA,1,1,1,1,0,0,500,17,1,1,0,868,346.61
10,0,"Black",0,0,1,0,0,NA,NA,NA,1,1,1,1,1,0,378,32,1,1,1,1276,381.45
10,1,"Black",0,1,NA,1,0,1,0,1,1,1,1,1,0,0,60,NA,1,1,1,1276,401.45
10,1,"Black",1,0,1,0,0,1,0,0,1,1,1,1,0,0,NA,NA,1,1,1,1276,299.64
10,0,"Asian",1,1,1,0,1,1,0,0,1,0,0,0,1,1,250,30,1,1,1,1276,508.95
10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,1,1276,639.39
10,0,"Black",1,1,1,0,0,1,0,1,1,1,1,1,1,1,50,25,1,1,1,1276,432.93
11,1,"Black",1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,0,275,30,1,1,1,1276,481.21
11,1,"Black",0,NA,0,0,1,NA,NA,NA,1,1,1,1,1,0,315,10,1,1,1,1276,358.08
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,1,1276,677.13
11,1,"White",1,1,1,NA,NA,NA,0,0,1,0,1,1,1,1,100,25,1,1,1,1276,583.59
9,0,"Black",1,1,1,0,0,1,0,1,1,1,1,1,1,0,NA,27,1,1,1,1276,422.68
9,0,"Black",0,0,NA,NA,0,NA,NA,NA,1,1,NA,1,0,0,NA,16,1,1,1,1276,206.6
10,0,"White",0,1,1,1,1,1,0,0,1,1,1,1,1,1,250,32,1,1,0,316,592.84
10,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,1,275,30,1,1,0,316,605.15
10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,55,30,1,1,0,316,685.79
10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,275,32,1,1,0,316,592.84
11,1,"White",1,0,1,1,1,1,0,0,1,1,1,1,0,1,550,28,1,1,0,316,620.71
10,1,"White",0,1,1,0,1,1,1,0,1,1,1,1,0,1,1100,22,1,1,0,316,539.34
10,0,"More than one race",1,0,0,0,0,0,0,1,1,1,1,1,0,0,275,20,1,1,0,316,461.61
11,1,"White",0,1,1,0,1,1,1,0,1,1,1,1,1,0,165,29,1,1,0,316,482.82
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,235,20,1,0,1,356,545.03
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,200,20,1,0,1,356,574.05
10,1,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,225,18,1,0,1,356,522.1
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,1,356,664.66
11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,20,1,0,1,356,661.16
11,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,235,NA,1,0,1,356,496.85
10,1,"White",1,1,1,NA,1,1,NA,1,1,1,1,1,1,0,225,14,1,0,1,356,550.56
11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,16,1,0,1,356,482.82
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,15,1,0,1,356,598.58
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,13,1,0,1,356,546.53
10,1,"Black",0,1,0,0,0,0,0,0,1,0,0,0,1,0,250,25,1,1,1,1723,399.52
10,1,"Black",1,0,1,NA,1,1,1,1,0,1,0,1,1,1,NA,NA,1,1,1,1723,379
9,1,"Black",0,1,1,NA,1,1,NA,1,1,1,1,1,1,0,250,23,1,1,1,1723,366.09
10,1,"White",1,1,1,0,1,0,0,0,1,1,1,1,1,0,250,27,1,1,1,1723,437.36
9,0,"Black",0,1,1,1,0,0,0,0,1,1,1,1,1,0,200,28,1,1,1,1723,399.41
10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,196,473.92
10,1,"White",0,0,0,0,1,1,0,1,1,1,1,1,0,0,180,20,1,1,0,196,466.7
10,0,"White",1,1,1,NA,1,1,NA,0,1,1,1,1,1,1,270,18,1,1,0,196,551.37
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,22,1,1,0,196,688.17
10,1,"White",0,0,1,0,1,0,0,0,1,1,0,1,1,1,180,NA,0,1,0,196,474.32
10,1,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,270,22,1,1,0,196,624.79
10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,270,20,1,1,0,196,467.09
10,1,"White",1,1,1,1,1,1,NA,1,1,1,1,1,1,0,240,20,1,1,0,196,590.96
10,1,"White",1,0,1,NA,1,1,NA,1,1,1,1,1,1,0,315,15,NA,1,0,196,333.31
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,14,1,0,1,915,602.14
10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,15,1,0,1,915,626.4
10,1,"White",1,1,1,1,0,1,NA,0,1,0,1,1,1,0,250,20,1,0,1,915,671.45
10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,1,225,15,1,0,1,915,559.16
11,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,20,1,0,1,915,631.37
10,1,"White",1,1,1,1,0,1,1,1,1,0,1,1,1,0,250,16,1,0,1,915,561.78
10,0,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,1,250,15,1,0,1,915,687.3
10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,225,16,1,0,1,915,505.22
10,0,"Asian",1,1,1,1,1,1,1,1,0,1,0,1,1,0,250,14,1,0,1,915,551.53
10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,15,1,0,1,915,617.42
10,1,"White",0,0,1,1,0,1,1,1,1,1,1,1,1,0,225,14,1,0,1,915,558.17
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,17,1,0,1,915,589.98
10,1,"Hispanic",1,0,0,0,0,1,0,1,1,1,1,1,0,0,285,20,1,1,1,NA,380.76
11,0,"Hispanic",0,1,1,0,0,0,0,1,1,0,0,0,1,0,342,25,1,1,1,NA,586.09
11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,389.95
11,1,"Hispanic",0,1,0,0,1,1,NA,0,1,0,0,0,1,0,50,20,1,1,1,NA,474.32
9,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,300,32,1,1,1,NA,425.42
11,0,"More than one race",0,1,1,0,1,1,1,1,1,1,1,1,1,1,56,24,1,1,1,NA,373.98
11,1,"Hispanic",1,1,1,0,0,1,NA,1,0,0,0,0,1,1,300,36,1,1,1,NA,567.07
10,0,"Hispanic",0,1,1,0,0,1,0,1,1,0,0,1,1,1,300,36,1,1,1,NA,429.59
10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,NA,402.65
11,1,"Black",0,0,0,0,0,1,0,1,1,1,1,1,1,0,360,30,1,1,1,NA,414.43
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,280,30,0,1,1,502,670.17
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,275,27,0,1,1,502,576.85
10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,28,0,1,1,502,594.11
10,1,"White",0,1,0,0,1,1,1,1,1,1,1,1,1,0,54,NA,0,1,1,502,402.73
11,0,"Hispanic",0,1,1,0,1,1,1,1,1,0,0,1,1,0,275,20,0,1,1,502,673.08
10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,280,26,0,1,1,502,582.14
9,1,"White",1,0,1,NA,1,1,NA,0,1,1,1,1,1,0,350,30,NA,1,1,502,412.27
10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1913,587.36
10,1,"White",0,1,1,1,0,1,1,1,0,0,0,1,1,1,275,28,1,1,0,1913,586.47
10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,30,1,1,0,1913,428.78
11,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,1913,599.2
9,1,"White",0,0,1,1,0,1,1,0,1,1,1,1,1,0,300,25,NA,1,0,1913,512.24
11,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,1913,504.78
11,1,"Hispanic",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1200,30,1,1,0,1913,556.49
11,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,1,330,25,1,1,0,1913,485.62
11,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,25,1,1,0,1913,505.06
11,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,18,1,1,0,1913,670.41
11,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,328,17,1,1,0,434,527.7
9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,21,0,1,0,434,674.82
10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,300,25,1,1,0,434,616.46
10,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,20,1,1,0,434,389.42
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,0,210,20,1,1,0,434,497.57
10,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,225,NA,1,1,0,434,416.04
10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,200,21,1,1,0,434,363.29
10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,434,652.82
9,1,"White",1,1,1,0,1,1,1,0,1,1,1,1,1,0,225,25,1,1,0,434,545.43
9,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,150,22,1,1,0,434,533.82
